location,time,ppi_tot_manufact,date
NLD,1991-06,66.50919,Jun 1991
NLD,1991-07,66.38289,Jul 1991
NLD,1991-08,66.44118,Aug 1991
NLD,1991-09,66.57719,Sep 1991
NLD,1991-10,66.83949,Oct 1991
NLD,1991-11,66.6452,Nov 1991
NLD,1991-12,65.98457,Dec 1991
NLD,1992-01,66.04286,Jan 1992
NLD,1992-02,66.04286,Feb 1992
NLD,1992-03,66.04286,Mar 1992
NLD,1992-04,66.24688,Apr 1992
NLD,1992-05,66.38289,May 1992
NLD,1992-06,66.38289,Jun 1992
NLD,1992-07,65.91656,Jul 1992
NLD,1992-08,65.58626,Aug 1992
NLD,1992-09,65.45025,Sep 1992
NLD,1992-10,65.31423,Oct 1992
NLD,1992-11,65.31423,Nov 1992
NLD,1992-12,64.72162,Dec 1992
NLD,1993-01,64.72162,Jan 1993
NLD,1993-02,64.85763,Feb 1993
NLD,1993-03,64.85763,Mar 1993
NLD,1993-04,64.72162,Apr 1993
NLD,1993-05,64.85763,May 1993
NLD,1993-06,64.72162,Jun 1993
NLD,1993-07,64.72162,Jul 1993
NLD,1993-08,64.5176,Aug 1993
NLD,1993-09,64.11929,Sep 1993
NLD,1993-10,64.18729,Oct 1993
NLD,1993-11,64.3233,Nov 1993
NLD,1993-12,64.061,Dec 1993
NLD,1994-01,64.18729,Jan 1994
NLD,1994-02,64.3913,Feb 1994
NLD,1994-03,64.25529,Mar 1994
NLD,1994-04,64.58561,Apr 1994
NLD,1994-05,64.78962,May 1994
NLD,1994-06,64.78962,Jun 1994
NLD,1994-07,64.91592,Jul 1994
NLD,1994-08,65.18794,Aug 1994
NLD,1994-09,65.11993,Sep 1994
NLD,1994-10,65.78056,Oct 1994
NLD,1994-11,66.17887,Nov 1994
NLD,1994-12,66.24688,Dec 1994
NLD,1995-01,67.20867,Jan 1995
NLD,1995-02,67.34468,Feb 1995
NLD,1995-03,67.01437,Mar 1995
NLD,1995-04,66.87836,Apr 1995
NLD,1995-05,66.94637,May 1995
NLD,1995-06,66.81035,Jun 1995
NLD,1995-07,66.27602,Jul 1995
NLD,1995-08,66.60634,Aug 1995
NLD,1995-09,66.81035,Sep 1995
NLD,1995-10,66.27602,Oct 1995
NLD,1995-11,66.20802,Nov 1995
NLD,1995-12,66.41203,Dec 1995
NLD,1996-01,66.81035,Jan 1996
NLD,1996-02,66.94637,Feb 1996
NLD,1996-03,67.27667,Mar 1996
NLD,1996-04,67.811,Apr 1996
NLD,1996-05,67.87901,May 1996
NLD,1996-06,67.48069,Jun 1996
NLD,1996-07,67.48069,Jul 1996
NLD,1996-08,67.48069,Aug 1996
NLD,1996-09,68.14131,Sep 1996
NLD,1996-10,68.54935,Oct 1996
NLD,1996-11,68.0733,Nov 1996
NLD,1996-12,68.34533,Dec 1996
NLD,1997-01,68.81165,Jan 1997
NLD,1997-02,68.67564,Feb 1997
NLD,1997-03,68.74364,Mar 1997
NLD,1997-04,69.20997,Apr 1997
NLD,1997-05,69.74429,May 1997
NLD,1997-06,69.41399,Jun 1997
NLD,1997-07,69.8803,Jul 1997
NLD,1997-08,70.74494,Aug 1997
NLD,1997-09,70.61864,Sep 1997
NLD,1997-10,70.61864,Oct 1997
NLD,1997-11,70.48264,Nov 1997
NLD,1997-12,69.94831,Dec 1997
NLD,1998-01,69.8803,Jan 1998
NLD,1998-02,69.55,Feb 1998
NLD,1998-03,69.27797,Mar 1998
NLD,1998-04,68.94766,Apr 1998
NLD,1998-05,68.54935,May 1998
NLD,1998-06,68.20932,Jun 1998
NLD,1998-07,68.0733,Jul 1998
NLD,1998-08,67.60699,Aug 1998
NLD,1998-09,67.34468,Sep 1998
NLD,1998-10,66.74235,Oct 1998
NLD,1998-11,66.60634,Nov 1998
NLD,1998-12,66.20802,Dec 1998
NLD,1999-01,66.01372,Jan 1999
NLD,1999-02,65.7417,Feb 1999
NLD,1999-03,66.41203,Mar 1999
NLD,1999-04,66.81035,Apr 1999
NLD,1999-05,67.01437,May 1999
NLD,1999-06,67.41268,Jun 1999
NLD,1999-07,68.48134,Jul 1999
NLD,1999-08,68.94766,Aug 1999
NLD,1999-09,69.60828,Sep 1999
NLD,1999-10,69.94831,Oct 1999
NLD,1999-11,70.81295,Nov 1999
NLD,1999-12,71.55129,Dec 1999
NLD,2000-01,73.3,Jan 2000
NLD,2000-02,74.1,Feb 2000
NLD,2000-03,74.7,Mar 2000
NLD,2000-04,75.2,Apr 2000
NLD,2000-05,76.3,May 2000
NLD,2000-06,76.5,Jun 2000
NLD,2000-07,77,Jul 2000
NLD,2000-08,77.6,Aug 2000
NLD,2000-09,79,Sep 2000
NLD,2000-10,79.5,Oct 2000
NLD,2000-11,79.5,Nov 2000
NLD,2000-12,78.1,Dec 2000
NLD,2001-01,77.7,Jan 2001
NLD,2001-02,78.1,Feb 2001
NLD,2001-03,78.1,Mar 2001
NLD,2001-04,78.3,Apr 2001
NLD,2001-05,78.8,May 2001
NLD,2001-06,78.4,Jun 2001
NLD,2001-07,77.6,Jul 2001
NLD,2001-08,77.1,Aug 2001
NLD,2001-09,77.2,Sep 2001
NLD,2001-10,76.3,Oct 2001
NLD,2001-11,75.6,Nov 2001
NLD,2001-12,75,Dec 2001
NLD,2002-01,74.8,Jan 2002
NLD,2002-02,74.8,Feb 2002
NLD,2002-03,75.4,Mar 2002
NLD,2002-04,76.5,Apr 2002
NLD,2002-05,76.4,May 2002
NLD,2002-06,76,Jun 2002
NLD,2002-07,76.4,Jul 2002
NLD,2002-08,77,Aug 2002
NLD,2002-09,77.6,Sep 2002
NLD,2002-10,77.5,Oct 2002
NLD,2002-11,76.5,Nov 2002
NLD,2002-12,77,Dec 2002
NLD,2003-01,77.8,Jan 2003
NLD,2003-02,78.7,Feb 2003
NLD,2003-03,78.5,Mar 2003
NLD,2003-04,77,Apr 2003
NLD,2003-05,76.2,May 2003
NLD,2003-06,76,Jun 2003
NLD,2003-07,75.9,Jul 2003
NLD,2003-08,76.3,Aug 2003
NLD,2003-09,76.3,Sep 2003
NLD,2003-10,76.5,Oct 2003
NLD,2003-11,76.8,Nov 2003
NLD,2003-12,76.2,Dec 2003
NLD,2004-01,76.5,Jan 2004
NLD,2004-02,76.7,Feb 2004
NLD,2004-03,77.7,Mar 2004
NLD,2004-04,78.7,Apr 2004
NLD,2004-05,79.4,May 2004
NLD,2004-06,79.1,Jun 2004
NLD,2004-07,80.3,Jul 2004
NLD,2004-08,81,Aug 2004
NLD,2004-09,81.6,Sep 2004
NLD,2004-10,83,Oct 2004
NLD,2004-11,82.2,Nov 2004
NLD,2004-12,81,Dec 2004
NLD,2005-01,81.4,Jan 2005
NLD,2005-02,82,Feb 2005
NLD,2005-03,83.6,Mar 2005
NLD,2005-04,84,Apr 2005
NLD,2005-05,83.4,May 2005
NLD,2005-06,84.9,Jun 2005
NLD,2005-07,85.6,Jul 2005
NLD,2005-08,86.5,Aug 2005
NLD,2005-09,87.6,Sep 2005
NLD,2005-10,88.1,Oct 2005
NLD,2005-11,86.8,Nov 2005
NLD,2005-12,86.5,Dec 2005
NLD,2006-01,87.7,Jan 2006
NLD,2006-02,87.8,Feb 2006
NLD,2006-03,88.5,Mar 2006
NLD,2006-04,90.1,Apr 2006
NLD,2006-05,89.8,May 2006
NLD,2006-06,90.2,Jun 2006
NLD,2006-07,91.1,Jul 2006
NLD,2006-08,91.1,Aug 2006
NLD,2006-09,89.4,Sep 2006
NLD,2006-10,89.3,Oct 2006
NLD,2006-11,88.9,Nov 2006
NLD,2006-12,89.2,Dec 2006
NLD,2007-01,89.3,Jan 2007
NLD,2007-02,89.9,Feb 2007
NLD,2007-03,90.7,Mar 2007
NLD,2007-04,92.4,Apr 2007
NLD,2007-05,93.4,May 2007
NLD,2007-06,93.9,Jun 2007
NLD,2007-07,94.7,Jul 2007
NLD,2007-08,94.5,Aug 2007
NLD,2007-09,95.5,Sep 2007
NLD,2007-10,96.3,Oct 2007
NLD,2007-11,98,Nov 2007
NLD,2007-12,97.8,Dec 2007
NLD,2008-01,98.3,Jan 2008
NLD,2008-02,99,Feb 2008
NLD,2008-03,100.1,Mar 2008
NLD,2008-04,101.2,Apr 2008
NLD,2008-05,104.4,May 2008
NLD,2008-06,106.1,Jun 2008
NLD,2008-07,107.2,Jul 2008
NLD,2008-08,104.9,Aug 2008
NLD,2008-09,104.3,Sep 2008
NLD,2008-10,99.8,Oct 2008
NLD,2008-11,95.3,Nov 2008
NLD,2008-12,89.8,Dec 2008
NLD,2009-01,88.1,Jan 2009
NLD,2009-02,87.7,Feb 2009
NLD,2009-03,87.6,Mar 2009
NLD,2009-04,87.4,Apr 2009
NLD,2009-05,88.1,May 2009
NLD,2009-06,89.5,Jun 2009
NLD,2009-07,89.1,Jul 2009
NLD,2009-08,90.5,Aug 2009
NLD,2009-09,89.7,Sep 2009
NLD,2009-10,90.3,Oct 2009
NLD,2009-11,90.9,Nov 2009
NLD,2009-12,91,Dec 2009
NLD,2010-01,92.4,Jan 2010
NLD,2010-02,93.2,Feb 2010
NLD,2010-03,94.8,Mar 2010
NLD,2010-04,97.2,Apr 2010
NLD,2010-05,97.7,May 2010
NLD,2010-06,98.1,Jun 2010
NLD,2010-07,97.3,Jul 2010
NLD,2010-08,97.4,Aug 2010
NLD,2010-09,97.9,Sep 2010
NLD,2010-10,98.7,Oct 2010
NLD,2010-11,99.8,Nov 2010
NLD,2010-12,101.5,Dec 2010
NLD,2011-01,104,Jan 2011
NLD,2011-02,106.1,Feb 2011
NLD,2011-03,108,Mar 2011
NLD,2011-04,109.3,Apr 2011
NLD,2011-05,108.5,May 2011
NLD,2011-06,107.9,Jun 2011
NLD,2011-07,108.5,Jul 2011
NLD,2011-08,107.9,Aug 2011
NLD,2011-09,108.6,Sep 2011
NLD,2011-10,107.8,Oct 2011
NLD,2011-11,108.3,Nov 2011
NLD,2011-12,108.2,Dec 2011
NLD,2012-01,107,Jan 2012
NLD,2012-02,108,Feb 2012
NLD,2012-03,108.9,Mar 2012
NLD,2012-04,108.9,Apr 2012
NLD,2012-05,108.1,May 2012
NLD,2012-06,106.4,Jun 2012
NLD,2012-07,107.4,Jul 2012
NLD,2012-08,109,Aug 2012
NLD,2012-09,109.5,Sep 2012
NLD,2012-10,109.1,Oct 2012
NLD,2012-11,108.4,Nov 2012
NLD,2012-12,107.8,Dec 2012
NLD,2013-01,108,Jan 2013
NLD,2013-02,108.8,Feb 2013
NLD,2013-03,108,Mar 2013
NLD,2013-04,107,Apr 2013
NLD,2013-05,106.7,May 2013
NLD,2013-06,106.3,Jun 2013
NLD,2013-07,106.9,Jul 2013
NLD,2013-08,107,Aug 2013
NLD,2013-09,106.9,Sep 2013
NLD,2013-10,105.9,Oct 2013
NLD,2013-11,105.9,Nov 2013
NLD,2013-12,106.1,Dec 2013
NLD,2014-01,106.2,Jan 2014
NLD,2014-02,106.2,Feb 2014
NLD,2014-03,105.6,Mar 2014
NLD,2014-04,106.1,Apr 2014
NLD,2014-05,106.2,May 2014
NLD,2014-06,106.4,Jun 2014
NLD,2014-07,106.4,Jul 2014
NLD,2014-08,105.9,Aug 2014
NLD,2014-09,105.7,Sep 2014
NLD,2014-10,104.6,Oct 2014
NLD,2014-11,103.2,Nov 2014
NLD,2014-12,100.1,Dec 2014
NLD,2015-01,98.2,Jan 2015
NLD,2015-02,99.7,Feb 2015
NLD,2015-03,100.9,Mar 2015
NLD,2015-04,102,Apr 2015
NLD,2015-05,102.7,May 2015
NLD,2015-06,102.7,Jun 2015
NLD,2015-07,102,Jul 2015
NLD,2015-08,99.9,Aug 2015
NLD,2015-09,98.8,Sep 2015
NLD,2015-10,98,Oct 2015
NLD,2015-11,98.3,Nov 2015
NLD,2015-12,96.8,Dec 2015
NLD,2016-01,95.5,Jan 2016
NLD,2016-02,94.7,Feb 2016
NLD,2016-03,95.5,Mar 2016
NLD,2016-04,96,Apr 2016
NLD,2016-05,97.2,May 2016
NLD,2016-06,98.1,Jun 2016
NLD,2016-07,97.7,Jul 2016
NLD,2016-08,97.6,Aug 2016
NLD,2016-09,98.1,Sep 2016
NLD,2016-10,99.5,Oct 2016
NLD,2016-11,99.3,Nov 2016
NLD,2016-12,101,Dec 2016
NLD,2017-01,102.2,Jan 2017
NLD,2017-02,102.9,Feb 2017
NLD,2017-03,102.8,Mar 2017
NLD,2017-04,103.2,Apr 2017
NLD,2017-05,102,May 2017
NLD,2017-06,101.1,Jun 2017
NLD,2017-07,100.7,Jul 2017
NLD,2017-08,101.1,Aug 2017
NLD,2017-09,102.1,Sep 2017
NLD,2017-10,102.3,Oct 2017
NLD,2017-11,103.1,Nov 2017
NLD,2017-12,103.1,Dec 2017
NLD,2018-01,103.7,Jan 2018
NLD,2018-02,103.2,Feb 2018
NLD,2018-03,103.5,Mar 2018
NLD,2018-04,104.2,Apr 2018
NLD,2018-05,105.7,May 2018
NLD,2018-06,106.1,Jun 2018
NLD,2018-07,106.2,Jul 2018
NLD,2018-08,106.4,Aug 2018
NLD,2018-09,106.9,Sep 2018
NLD,2018-10,107.7,Oct 2018
NLD,2018-11,105.9,Nov 2018
NLD,2018-12,103.7,Dec 2018
NLD,2019-01,104.7,Jan 2019
NLD,2019-02,105.4,Feb 2019
NLD,2019-03,106.2,Mar 2019
NLD,2019-04,107.7,Apr 2019
NLD,2019-05,107.9,May 2019
NLD,2019-06,106.5,Jun 2019
NLD,2019-07,106.3,Jul 2019
NLD,2019-08,105.5,Aug 2019
NLD,2019-09,106.1,Sep 2019
NLD,2019-10,106,Oct 2019
NLD,2019-11,106.1,Nov 2019
NLD,2019-12,106.7,Dec 2019
NLD,2020-01,107,Jan 2020
NLD,2020-02,106.3,Feb 2020
NLD,2020-03,102.2,Mar 2020
NLD,2020-04,99.1,Apr 2020
NLD,2020-05,99.4,May 2020
NLD,2020-06,100.6,Jun 2020
NLD,2020-07,101.2,Jul 2020
NLD,2020-08,101.1,Aug 2020
NLD,2020-09,100.5,Sep 2020
NLD,2020-10,100.8,Oct 2020
NLD,2020-11,101.2,Nov 2020
NLD,2020-12,102.3,Dec 2020
NLD,2021-01,105,Jan 2021
NLD,2021-02,107.2,Feb 2021
NLD,2021-03,109.4,Mar 2021
NLD,2021-04,111.2,Apr 2021
NLD,2021-05,112.5,May 2021
NLD,2021-06,113.3,Jun 2021
NLD,2021-07,115.5,Jul 2021
NLD,2021-08,116.5,Aug 2021
NLD,2021-09,117.7,Sep 2021
NLD,2021-10,121.4,Oct 2021
NLD,2021-11,122.4,Nov 2021
NLD,2021-12,122.6,Dec 2021
NLD,2022-01,127.8,Jan 2022
NLD,2022-02,130.7,Feb 2022
NLD,2022-03,137.9,Mar 2022
NLD,2022-04,143.6,Apr 2022
NLD,2022-05,145.1,May 2022
NLD,2022-06,147.8,Jun 2022
NLD,2022-07,148.1,Jul 2022
NLD,2022-08,145.9,Aug 2022
NLD,2022-09,144.9,Sep 2022
NLD,2022-10,146.7,Oct 2022
NLD,2022-11,143.4,Nov 2022
NLD,2022-12,140,Dec 2022
NOR,1977-01,23.93725,Jan 1977
NOR,1977-02,24.06324,Feb 1977
NOR,1977-03,24.12623,Mar 1977
NOR,1977-04,24.18922,Apr 1977
NOR,1977-05,24.31521,May 1977
NOR,1977-06,24.3782,Jun 1977
NOR,1977-07,24.3782,Jul 1977
NOR,1977-08,24.4412,Aug 1977
NOR,1977-09,24.4412,Sep 1977
NOR,1977-10,24.4412,Oct 1977
NOR,1977-11,24.50419,Nov 1977
NOR,1977-12,24.4412,Dec 1977
NOR,1978-01,24.69317,Jan 1978
NOR,1978-02,24.81915,Feb 1978
NOR,1978-03,24.81915,Mar 1978
NOR,1978-04,24.81915,Apr 1978
NOR,1978-05,24.94514,May 1978
NOR,1978-06,25.00813,Jun 1978
NOR,1978-07,25.13412,Jul 1978
NOR,1978-08,25.2601,Aug 1978
NOR,1978-09,25.44908,Sep 1978
NOR,1978-10,25.57507,Oct 1978
NOR,1978-11,25.63806,Nov 1978
NOR,1978-12,25.63806,Dec 1978
NOR,1979-01,25.82704,Jan 1979
NOR,1979-02,25.95302,Feb 1979
NOR,1979-03,26.07901,Mar 1979
NOR,1979-04,26.26799,Apr 1979
NOR,1979-05,26.45696,May 1979
NOR,1979-06,26.51996,Jun 1979
NOR,1979-07,26.77193,Jul 1979
NOR,1979-08,27.14989,Aug 1979
NOR,1979-09,27.33886,Sep 1979
NOR,1979-10,27.59083,Oct 1979
NOR,1979-11,27.84281,Nov 1979
NOR,1979-12,27.96879,Dec 1979
NOR,1980-01,28.53573,Jan 1980
NOR,1980-02,28.85069,Feb 1980
NOR,1980-03,29.16565,Mar 1980
NOR,1980-04,29.41763,Apr 1980
NOR,1980-05,29.73259,May 1980
NOR,1980-06,29.98456,Jun 1980
NOR,1980-07,30.23653,Jul 1980
NOR,1980-08,30.55149,Aug 1980
NOR,1980-09,30.67748,Sep 1980
NOR,1980-10,30.92945,Oct 1980
NOR,1980-11,31.05544,Nov 1980
NOR,1980-12,31.18142,Dec 1980
NOR,1981-01,31.74836,Jan 1981
NOR,1981-02,31.87434,Feb 1981
NOR,1981-03,32.18931,Mar 1981
NOR,1981-04,32.50427,Apr 1981
NOR,1981-05,32.63026,May 1981
NOR,1981-06,32.88223,Jun 1981
NOR,1981-07,33.26019,Jul 1981
NOR,1981-08,33.51215,Aug 1981
NOR,1981-09,33.70113,Sep 1981
NOR,1981-10,33.70113,Oct 1981
NOR,1981-11,33.89011,Nov 1981
NOR,1981-12,33.82712,Dec 1981
NOR,1982-01,34.45705,Jan 1982
NOR,1982-02,34.58303,Feb 1982
NOR,1982-03,34.64602,Mar 1982
NOR,1982-04,34.52004,Apr 1982
NOR,1982-05,34.52004,May 1982
NOR,1982-06,34.64602,Jun 1982
NOR,1982-07,34.96099,Jul 1982
NOR,1982-08,35.27595,Aug 1982
NOR,1982-09,35.59092,Sep 1982
NOR,1982-10,35.84289,Oct 1982
NOR,1982-11,36.09486,Nov 1982
NOR,1982-12,36.22084,Dec 1982
NOR,1983-01,36.34683,Jan 1983
NOR,1983-02,36.47282,Feb 1983
NOR,1983-03,36.47282,Mar 1983
NOR,1983-04,36.66179,Apr 1983
NOR,1983-05,36.66179,May 1983
NOR,1983-06,36.85077,Jun 1983
NOR,1983-07,37.03975,Jul 1983
NOR,1983-08,37.54369,Aug 1983
NOR,1983-09,37.73267,Sep 1983
NOR,1983-10,37.85866,Oct 1983
NOR,1983-11,38.04763,Nov 1983
NOR,1983-12,38.29961,Dec 1983
NOR,1984-01,38.55157,Jan 1984
NOR,1984-02,38.80355,Feb 1984
NOR,1984-03,39.05552,Mar 1984
NOR,1984-04,39.05552,Apr 1984
NOR,1984-05,39.11851,May 1984
NOR,1984-06,39.30749,Jun 1984
NOR,1984-07,39.81143,Jul 1984
NOR,1984-08,39.93742,Aug 1984
NOR,1984-09,40.25238,Sep 1984
NOR,1984-10,40.44136,Oct 1984
NOR,1984-11,40.63034,Nov 1984
NOR,1984-12,40.69333,Dec 1984
NOR,1985-01,40.88231,Jan 1985
NOR,1985-02,41.00829,Feb 1985
NOR,1985-03,41.26027,Mar 1985
NOR,1985-04,41.32326,Apr 1985
NOR,1985-05,41.26027,May 1985
NOR,1985-06,41.19727,Jun 1985
NOR,1985-07,41.38625,Jul 1985
NOR,1985-08,41.38625,Aug 1985
NOR,1985-09,41.44925,Sep 1985
NOR,1985-10,41.44925,Oct 1985
NOR,1985-11,41.70121,Nov 1985
NOR,1985-12,41.63822,Dec 1985
NOR,1986-01,41.51224,Jan 1986
NOR,1986-02,41.13428,Feb 1986
NOR,1986-03,41.00829,Mar 1986
NOR,1986-04,40.88231,Apr 1986
NOR,1986-05,41.00829,May 1986
NOR,1986-06,41.44925,Jun 1986
NOR,1986-07,41.51224,Jul 1986
NOR,1986-08,41.70121,Aug 1986
NOR,1986-09,42.07917,Sep 1986
NOR,1986-10,42.14217,Oct 1986
NOR,1986-11,42.45713,Nov 1986
NOR,1986-12,42.64611,Dec 1986
NOR,1987-01,43.27604,Jan 1987
NOR,1987-02,43.40202,Feb 1987
NOR,1987-03,43.40202,Mar 1987
NOR,1987-04,43.591,Apr 1987
NOR,1987-05,43.65399,May 1987
NOR,1987-06,43.71698,Jun 1987
NOR,1987-07,43.90596,Jul 1987
NOR,1987-08,44.28392,Aug 1987
NOR,1987-09,44.28392,Sep 1987
NOR,1987-10,44.4729,Oct 1987
NOR,1987-11,44.66188,Nov 1987
NOR,1987-12,44.72487,Dec 1987
NOR,1988-01,45.41779,Jan 1988
NOR,1988-02,45.54377,Feb 1988
NOR,1988-03,45.73275,Mar 1988
NOR,1988-04,46.29969,Apr 1988
NOR,1988-05,46.36268,May 1988
NOR,1988-06,46.55166,Jun 1988
NOR,1988-07,46.86662,Jul 1988
NOR,1988-08,47.0556,Aug 1988
NOR,1988-09,47.18159,Sep 1988
NOR,1988-10,47.1186,Oct 1988
NOR,1988-11,47.43356,Nov 1988
NOR,1988-12,47.68553,Dec 1988
NOR,1989-01,48.31546,Jan 1989
NOR,1989-02,48.50443,Feb 1989
NOR,1989-03,48.8194,Mar 1989
NOR,1989-04,49.00838,Apr 1989
NOR,1989-05,49.19735,May 1989
NOR,1989-06,49.00838,Jun 1989
NOR,1989-07,49.07137,Jul 1989
NOR,1989-08,49.19735,Aug 1989
NOR,1989-09,49.26035,Sep 1989
NOR,1989-10,49.32334,Oct 1989
NOR,1989-11,49.32334,Nov 1989
NOR,1989-12,49.32334,Dec 1989
NOR,1990-01,49.63831,Jan 1990
NOR,1990-02,49.63831,Feb 1990
NOR,1990-03,49.7013,Mar 1990
NOR,1990-04,49.63831,Apr 1990
NOR,1990-05,49.57531,May 1990
NOR,1990-06,49.44933,Jun 1990
NOR,1990-07,49.82728,Jul 1990
NOR,1990-08,50.33123,Aug 1990
NOR,1990-09,50.89816,Sep 1990
NOR,1990-10,51.52809,Oct 1990
NOR,1990-11,51.4651,Nov 1990
NOR,1990-12,51.21312,Dec 1990
NOR,1991-01,51.59108,Jan 1991
NOR,1991-02,51.33911,Feb 1991
NOR,1991-03,51.33911,Mar 1991
NOR,1991-04,51.21312,Apr 1991
NOR,1991-05,51.27612,May 1991
NOR,1991-06,51.27612,Jun 1991
NOR,1991-07,51.59108,Jul 1991
NOR,1991-08,51.52809,Aug 1991
NOR,1991-09,51.59108,Sep 1991
NOR,1991-10,51.59108,Oct 1991
NOR,1991-11,51.65407,Nov 1991
NOR,1991-12,51.4651,Dec 1991
NOR,1992-01,51.52809,Jan 1992
NOR,1992-02,51.59108,Feb 1992
NOR,1992-03,51.59108,Mar 1992
NOR,1992-04,51.78006,Apr 1992
NOR,1992-05,51.78006,May 1992
NOR,1992-06,51.71706,Jun 1992
NOR,1992-07,51.59108,Jul 1992
NOR,1992-08,51.33911,Aug 1992
NOR,1992-09,51.33911,Sep 1992
NOR,1992-10,51.4021,Oct 1992
NOR,1992-11,51.4651,Nov 1992
NOR,1992-12,51.4021,Dec 1992
NOR,1993-01,51.4021,Jan 1993
NOR,1993-02,51.52809,Feb 1993
NOR,1993-03,51.59108,Mar 1993
NOR,1993-04,51.4651,Apr 1993
NOR,1993-05,51.4021,May 1993
NOR,1993-06,51.4021,Jun 1993
NOR,1993-07,51.21312,Jul 1993
NOR,1993-08,51.27612,Aug 1993
NOR,1993-09,51.21312,Sep 1993
NOR,1993-10,51.4651,Oct 1993
NOR,1993-11,51.59108,Nov 1993
NOR,1993-12,51.52809,Dec 1993
NOR,1994-01,51.71706,Jan 1994
NOR,1994-02,51.96904,Feb 1994
NOR,1994-03,52.03203,Mar 1994
NOR,1994-04,52.15802,Apr 1994
NOR,1994-05,52.22101,May 1994
NOR,1994-06,52.34699,Jun 1994
NOR,1994-07,52.40998,Jul 1994
NOR,1994-08,52.59896,Aug 1994
NOR,1994-09,52.59896,Sep 1994
NOR,1994-10,52.85094,Oct 1994
NOR,1994-11,53.22889,Nov 1994
NOR,1994-12,53.41787,Dec 1994
NOR,1995-01,53.10291,Jan 1995
NOR,1995-02,53.29189,Feb 1995
NOR,1995-03,53.03991,Mar 1995
NOR,1995-04,53.29189,Apr 1995
NOR,1995-05,53.29189,May 1995
NOR,1995-06,53.22889,Jun 1995
NOR,1995-07,53.60685,Jul 1995
NOR,1995-08,53.54386,Aug 1995
NOR,1995-09,53.85882,Sep 1995
NOR,1995-10,53.54386,Oct 1995
NOR,1995-11,53.79583,Nov 1995
NOR,1995-12,54.17378,Dec 1995
NOR,1996-01,54.48875,Jan 1996
NOR,1996-02,54.55174,Feb 1996
NOR,1996-03,54.48875,Mar 1996
NOR,1996-04,54.42575,Apr 1996
NOR,1996-05,54.17378,May 1996
NOR,1996-06,53.98481,Jun 1996
NOR,1996-07,54.11079,Jul 1996
NOR,1996-08,53.98481,Aug 1996
NOR,1996-09,54.11079,Sep 1996
NOR,1996-10,54.29977,Oct 1996
NOR,1996-11,54.17378,Nov 1996
NOR,1996-12,54.23678,Dec 1996
NOR,1997-01,54.36276,Jan 1997
NOR,1997-02,54.0478,Feb 1997
NOR,1997-03,54.23678,Mar 1997
NOR,1997-04,53.92181,Apr 1997
NOR,1997-05,54.23678,May 1997
NOR,1997-06,54.42575,Jun 1997
NOR,1997-07,54.9297,Jul 1997
NOR,1997-08,55.43364,Aug 1997
NOR,1997-09,55.24466,Sep 1997
NOR,1997-10,55.11868,Oct 1997
NOR,1997-11,55.05568,Nov 1997
NOR,1997-12,54.74072,Dec 1997
NOR,1998-01,54.99269,Jan 1998
NOR,1998-02,54.80371,Feb 1998
NOR,1998-03,54.80371,Mar 1998
NOR,1998-04,55.18167,Apr 1998
NOR,1998-05,55.11868,May 1998
NOR,1998-06,55.11868,Jun 1998
NOR,1998-07,55.37065,Jul 1998
NOR,1998-08,55.30766,Aug 1998
NOR,1998-09,55.55962,Sep 1998
NOR,1998-10,55.43364,Oct 1998
NOR,1998-11,55.24466,Nov 1998
NOR,1998-12,54.80371,Dec 1998
NOR,1999-01,54.8667,Jan 1999
NOR,1999-02,55.18167,Feb 1999
NOR,1999-03,55.37065,Mar 1999
NOR,1999-04,55.62262,Apr 1999
NOR,1999-05,56.18955,May 1999
NOR,1999-06,56.12656,Jun 1999
NOR,1999-07,56.94547,Jul 1999
NOR,1999-08,57.76437,Aug 1999
NOR,1999-09,58.52029,Sep 1999
NOR,1999-10,58.83525,Oct 1999
NOR,1999-11,59.33919,Nov 1999
NOR,1999-12,60.03211,Dec 1999
NOR,2000-01,60.41007,Jan 2000
NOR,2000-02,61.11018,Feb 2000
NOR,2000-03,61.71029,Mar 2000
NOR,2000-04,61.51025,Apr 2000
NOR,2000-05,62.4104,May 2000
NOR,2000-06,62.71045,Jun 2000
NOR,2000-07,62.81047,Jul 2000
NOR,2000-08,63.31055,Aug 2000
NOR,2000-09,64.31071,Sep 2000
NOR,2000-10,64.71078,Oct 2000
NOR,2000-11,64.51075,Nov 2000
NOR,2000-12,63.81063,Dec 2000
NOR,2001-01,63.0105,Jan 2001
NOR,2001-02,63.71062,Feb 2001
NOR,2001-03,63.51059,Mar 2001
NOR,2001-04,63.71062,Apr 2001
NOR,2001-05,64.2107,May 2001
NOR,2001-06,64.2107,Jun 2001
NOR,2001-07,63.41057,Jul 2001
NOR,2001-08,63.0105,Aug 2001
NOR,2001-09,63.21054,Sep 2001
NOR,2001-10,62.01033,Oct 2001
NOR,2001-11,61.31022,Nov 2001
NOR,2001-12,60.91015,Dec 2001
NOR,2002-01,61.2102,Jan 2002
NOR,2002-02,61.01017,Feb 2002
NOR,2002-03,61.71029,Mar 2002
NOR,2002-04,62.11035,Apr 2002
NOR,2002-05,61.71029,May 2002
NOR,2002-06,60.91015,Jun 2002
NOR,2002-07,60.6101,Jul 2002
NOR,2002-08,60.71012,Aug 2002
