location,time,ppi_tot_int,date
FRA,2007-12,97.5,Dec 2007
FRA,2008-01,98.2,Jan 2008
FRA,2008-02,98.9,Feb 2008
FRA,2008-03,99.2,Mar 2008
FRA,2008-04,99.8,Apr 2008
FRA,2008-05,100.5,May 2008
FRA,2008-06,101.4,Jun 2008
FRA,2008-07,102.8,Jul 2008
FRA,2008-08,103.2,Aug 2008
FRA,2008-09,103.3,Sep 2008
FRA,2008-10,102.4,Oct 2008
FRA,2008-11,100.7,Nov 2008
FRA,2008-12,99.3,Dec 2008
FRA,2009-01,97.5,Jan 2009
FRA,2009-02,96.8,Feb 2009
FRA,2009-03,96.1,Mar 2009
FRA,2009-04,95.5,Apr 2009
FRA,2009-05,95.2,May 2009
FRA,2009-06,95.1,Jun 2009
FRA,2009-07,95,Jul 2009
FRA,2009-08,95.2,Aug 2009
FRA,2009-09,95.4,Sep 2009
FRA,2009-10,95.2,Oct 2009
FRA,2009-11,95.1,Nov 2009
FRA,2009-12,95.1,Dec 2009
FRA,2010-01,95.7,Jan 2010
FRA,2010-02,96,Feb 2010
FRA,2010-03,96.4,Mar 2010
FRA,2010-04,97.2,Apr 2010
FRA,2010-05,97.8,May 2010
FRA,2010-06,98,Jun 2010
FRA,2010-07,98.2,Jul 2010
FRA,2010-08,98.4,Aug 2010
FRA,2010-09,98.9,Sep 2010
FRA,2010-10,99.4,Oct 2010
FRA,2010-11,99.7,Nov 2010
FRA,2010-12,100,Dec 2010
FRA,2011-01,101.7,Jan 2011
FRA,2011-02,102.5,Feb 2011
FRA,2011-03,103.1,Mar 2011
FRA,2011-04,103.7,Apr 2011
FRA,2011-05,104,May 2011
FRA,2011-06,104,Jun 2011
FRA,2011-07,104.3,Jul 2011
FRA,2011-08,104.4,Aug 2011
FRA,2011-09,104.3,Sep 2011
FRA,2011-10,103.9,Oct 2011
FRA,2011-11,103.6,Nov 2011
FRA,2011-12,103.5,Dec 2011
FRA,2012-01,103.6,Jan 2012
FRA,2012-02,104,Feb 2012
FRA,2012-03,104.3,Mar 2012
FRA,2012-04,104.3,Apr 2012
FRA,2012-05,104.4,May 2012
FRA,2012-06,103.9,Jun 2012
FRA,2012-07,103.4,Jul 2012
FRA,2012-08,103.9,Aug 2012
FRA,2012-09,104.3,Sep 2012
FRA,2012-10,104.5,Oct 2012
FRA,2012-11,104.3,Nov 2012
FRA,2012-12,104.1,Dec 2012
FRA,2013-01,104.1,Jan 2013
FRA,2013-02,104.1,Feb 2013
FRA,2013-03,104,Mar 2013
FRA,2013-04,103.7,Apr 2013
FRA,2013-05,103,May 2013
FRA,2013-06,103.2,Jun 2013
FRA,2013-07,102.8,Jul 2013
FRA,2013-08,102.5,Aug 2013
FRA,2013-09,102.2,Sep 2013
FRA,2013-10,101.6,Oct 2013
FRA,2013-11,101.5,Nov 2013
FRA,2013-12,101.5,Dec 2013
FRA,2014-01,101.8,Jan 2014
FRA,2014-02,101.5,Feb 2014
FRA,2014-03,101.2,Mar 2014
FRA,2014-04,101.3,Apr 2014
FRA,2014-05,101.5,May 2014
FRA,2014-06,101.5,Jun 2014
FRA,2014-07,101.6,Jul 2014
FRA,2014-08,101.5,Aug 2014
FRA,2014-09,101.4,Sep 2014
FRA,2014-10,101.6,Oct 2014
FRA,2014-11,101.2,Nov 2014
FRA,2014-12,100.7,Dec 2014
FRA,2015-01,100.1,Jan 2015
FRA,2015-02,99.9,Feb 2015
FRA,2015-03,100.4,Mar 2015
FRA,2015-04,101.1,Apr 2015
FRA,2015-05,101.2,May 2015
FRA,2015-06,101.2,Jun 2015
FRA,2015-07,101.2,Jul 2015
FRA,2015-08,100.1,Aug 2015
FRA,2015-09,99.3,Sep 2015
FRA,2015-10,98.8,Oct 2015
FRA,2015-11,98.5,Nov 2015
FRA,2015-12,98.2,Dec 2015
FRA,2016-01,97.5,Jan 2016
FRA,2016-02,96.9,Feb 2016
FRA,2016-03,96.6,Mar 2016
FRA,2016-04,96.7,Apr 2016
FRA,2016-05,96.8,May 2016
FRA,2016-06,97.1,Jun 2016
FRA,2016-07,97.2,Jul 2016
FRA,2016-08,97,Aug 2016
FRA,2016-09,97,Sep 2016
FRA,2016-10,97.1,Oct 2016
FRA,2016-11,97.5,Nov 2016
FRA,2016-12,97.9,Dec 2016
FRA,2017-01,98.8,Jan 2017
FRA,2017-02,99.7,Feb 2017
FRA,2017-03,100.2,Mar 2017
FRA,2017-04,100.6,Apr 2017
FRA,2017-05,100.5,May 2017
FRA,2017-06,100.2,Jun 2017
FRA,2017-07,99.7,Jul 2017
FRA,2017-08,99.8,Aug 2017
FRA,2017-09,100.2,Sep 2017
FRA,2017-10,100.4,Oct 2017
FRA,2017-11,100.5,Nov 2017
FRA,2017-12,100.6,Dec 2017
FRA,2018-01,101.1,Jan 2018
FRA,2018-02,101.5,Feb 2018
FRA,2018-03,101.7,Mar 2018
FRA,2018-04,101.9,Apr 2018
FRA,2018-05,102.5,May 2018
FRA,2018-06,102.9,Jun 2018
FRA,2018-07,102.9,Jul 2018
FRA,2018-08,103.1,Aug 2018
FRA,2018-09,103.2,Sep 2018
FRA,2018-10,103.3,Oct 2018
FRA,2018-11,103.3,Nov 2018
FRA,2018-12,102.7,Dec 2018
FRA,2019-01,102.8,Jan 2019
FRA,2019-02,102.7,Feb 2019
FRA,2019-03,103,Mar 2019
FRA,2019-04,103.2,Apr 2019
FRA,2019-05,103,May 2019
FRA,2019-06,102.7,Jun 2019
FRA,2019-07,102.1,Jul 2019
FRA,2019-08,102,Aug 2019
FRA,2019-09,101.9,Sep 2019
FRA,2019-10,101.5,Oct 2019
FRA,2019-11,101.1,Nov 2019
FRA,2019-12,101.1,Dec 2019
FRA,2020-01,100.9,Jan 2020
FRA,2020-02,100.5,Feb 2020
FRA,2020-03,100,Mar 2020
FRA,2020-04,98.8,Apr 2020
FRA,2020-05,98.2,May 2020
FRA,2020-06,98.8,Jun 2020
FRA,2020-07,99.1,Jul 2020
FRA,2020-08,99.2,Aug 2020
FRA,2020-09,99,Sep 2020
FRA,2020-10,99.1,Oct 2020
FRA,2020-11,99.2,Nov 2020
FRA,2020-12,99.8,Dec 2020
FRA,2021-01,101.2,Jan 2021
FRA,2021-02,102.7,Feb 2021
FRA,2021-03,104.3,Mar 2021
FRA,2021-04,106,Apr 2021
FRA,2021-05,107,May 2021
FRA,2021-06,108.3,Jun 2021
FRA,2021-07,110.1,Jul 2021
FRA,2021-08,111.7,Aug 2021
FRA,2021-09,112.9,Sep 2021
FRA,2021-10,114.8,Oct 2021
FRA,2021-11,116.6,Nov 2021
FRA,2021-12,117.6,Dec 2021
FRA,2022-01,121.9,Jan 2022
FRA,2022-02,123.8,Feb 2022
FRA,2022-03,127.4,Mar 2022
FRA,2022-04,132.5,Apr 2022
FRA,2022-05,134.7,May 2022
FRA,2022-06,135.8,Jun 2022
FRA,2022-07,135.9,Jul 2022
FRA,2022-08,135.8,Aug 2022
FRA,2022-09,136.2,Sep 2022
FRA,2022-10,136.3,Oct 2022
FRA,2022-11,136.2,Nov 2022
FRA,2022-12,135.5,Dec 2022
DEU,1995-01,84.32516,Jan 1995
DEU,1995-02,84.66777,Feb 1995
DEU,1995-03,84.83908,Mar 1995
DEU,1995-04,85.09604,Apr 1995
DEU,1995-05,85.18169,May 1995
DEU,1995-06,85.34443,Jun 1995
DEU,1995-07,85.43008,Jul 1995
DEU,1995-08,85.60139,Aug 1995
DEU,1995-09,85.51573,Sep 1995
DEU,1995-10,85.09604,Oct 1995
DEU,1995-11,84.66777,Nov 1995
DEU,1995-12,84.32516,Dec 1995
DEU,1996-01,84.23951,Jan 1996
DEU,1996-02,84.07677,Feb 1996
DEU,1996-03,83.81981,Mar 1996
DEU,1996-04,83.81981,Apr 1996
DEU,1996-05,83.64851,May 1996
DEU,1996-06,83.39155,Jun 1996
DEU,1996-07,83.13459,Jul 1996
DEU,1996-08,82.88619,Aug 1996
DEU,1996-09,82.80054,Sep 1996
DEU,1996-10,82.88619,Oct 1996
DEU,1996-11,82.88619,Nov 1996
DEU,1996-12,82.88619,Dec 1996
DEU,1997-01,82.97185,Jan 1997
DEU,1997-02,83.22024,Feb 1997
DEU,1997-03,83.13459,Mar 1997
DEU,1997-04,83.4772,Apr 1997
DEU,1997-05,83.73415,May 1997
DEU,1997-06,83.90546,Jun 1997
DEU,1997-07,84.07677,Jul 1997
DEU,1997-08,84.15385,Aug 1997
DEU,1997-09,84.15385,Sep 1997
DEU,1997-10,84.15385,Oct 1997
DEU,1997-11,83.99111,Nov 1997
DEU,1997-12,84.07677,Dec 1997
DEU,1998-01,84.32516,Jan 1998
DEU,1998-02,84.32516,Feb 1998
DEU,1998-03,84.32516,Mar 1998
DEU,1998-04,84.23951,Apr 1998
DEU,1998-05,84.07677,May 1998
DEU,1998-06,83.90546,Jun 1998
DEU,1998-07,83.81981,Jul 1998
DEU,1998-08,83.4772,Aug 1998
DEU,1998-09,83.22024,Sep 1998
DEU,1998-10,82.80054,Oct 1998
DEU,1998-11,82.62923,Nov 1998
DEU,1998-12,82.20097,Dec 1998
DEU,1999-01,81.86693,Jan 1999
DEU,1999-02,81.78127,Feb 1999
DEU,1999-03,81.69562,Mar 1999
DEU,1999-04,81.78127,Apr 1999
DEU,1999-05,81.86693,May 1999
DEU,1999-06,81.86693,Jun 1999
DEU,1999-07,82.20097,Jul 1999
DEU,1999-08,82.28662,Aug 1999
DEU,1999-09,82.54358,Sep 1999
DEU,1999-10,82.88619,Oct 1999
DEU,1999-11,83.13459,Nov 1999
DEU,1999-12,83.39155,Dec 1999
DEU,2000-01,83.93972,Jan 2000
DEU,2000-02,84.11103,Feb 2000
DEU,2000-03,84.45364,Mar 2000
DEU,2000-04,85.053210000000007,Apr 2000
DEU,2000-05,85.56712,May 2000
DEU,2000-06,85.56712,Jun 2000
DEU,2000-07,85.99539,Jul 2000
DEU,2000-08,86.25235,Aug 2000
DEU,2000-09,86.59496,Sep 2000
DEU,2000-10,86.76627,Oct 2000
DEU,2000-11,86.76627,Nov 2000
DEU,2000-12,86.76627,Dec 2000
DEU,2001-01,86.85192,Jan 2001
DEU,2001-02,86.85192,Feb 2001
DEU,2001-03,86.85192,Mar 2001
DEU,2001-04,86.76627,Apr 2001
DEU,2001-05,86.85192,May 2001
DEU,2001-06,86.68061,Jun 2001
DEU,2001-07,86.338,Jul 2001
DEU,2001-08,86.08104,Aug 2001
DEU,2001-09,85.90974,Sep 2001
DEU,2001-10,85.73843,Oct 2001
DEU,2001-11,85.56712,Nov 2001
DEU,2001-12,85.39582,Dec 2001
DEU,2002-01,85.22452,Jan 2002
DEU,2002-02,85.053210000000007,Feb 2002
DEU,2002-03,85.22452,Mar 2002
DEU,2002-04,85.48148,Apr 2002
DEU,2002-05,85.56712,May 2002
DEU,2002-06,85.73843,Jun 2002
DEU,2002-07,85.82408,Jul 2002
DEU,2002-08,85.90974,Aug 2002
DEU,2002-09,85.90974,Sep 2002
DEU,2002-10,85.90974,Oct 2002
DEU,2002-11,85.73843,Nov 2002
DEU,2002-12,85.73843,Dec 2002
DEU,2003-01,85.82408,Jan 2003
DEU,2003-02,85.99539,Feb 2003
DEU,2003-03,86.16669,Mar 2003
DEU,2003-04,86.16669,Apr 2003
DEU,2003-05,85.99539,May 2003
DEU,2003-06,85.65278,Jun 2003
DEU,2003-07,85.39582,Jul 2003
DEU,2003-08,85.22452,Aug 2003
DEU,2003-09,85.39582,Sep 2003
DEU,2003-10,85.31017,Oct 2003
DEU,2003-11,85.39582,Nov 2003
DEU,2003-12,85.39582,Dec 2003
DEU,2004-01,85.48148,Jan 2004
DEU,2004-02,85.82408,Feb 2004
DEU,2004-03,86.338,Mar 2004
DEU,2004-04,87.02322,Apr 2004
DEU,2004-05,87.28018,May 2004
DEU,2004-06,87.19453,Jun 2004
DEU,2004-07,87.70844,Jul 2004
DEU,2004-08,88.13671,Aug 2004
DEU,2004-09,88.39367,Sep 2004
DEU,2004-10,88.90759,Oct 2004
DEU,2004-11,89.07889,Nov 2004
DEU,2004-12,88.99324,Dec 2004
DEU,2005-01,89.4215,Jan 2005
DEU,2005-02,89.77919,Feb 2005
DEU,2005-03,89.68977,Mar 2005
DEU,2005-04,89.60034,Apr 2005
DEU,2005-05,89.24266,May 2005
DEU,2005-06,89.15324,Jun 2005
DEU,2005-07,88.9744,Jul 2005
DEU,2005-08,88.9744,Aug 2005
DEU,2005-09,89.15324,Sep 2005
DEU,2005-10,89.60034,Oct 2005
DEU,2005-11,89.77919,Nov 2005
DEU,2005-12,89.77919,Dec 2005
DEU,2006-01,89.95803,Jan 2006
DEU,2006-02,90.40514,Feb 2006
DEU,2006-03,90.6734,Mar 2006
DEU,2006-04,91.56762,Apr 2006
DEU,2006-05,92.37241,May 2006
DEU,2006-06,92.37241,Jun 2006
DEU,2006-07,93.08778,Jul 2006
DEU,2006-08,93.35605,Aug 2006
DEU,2006-09,93.53489,Sep 2006
DEU,2006-10,94.25026,Oct 2006
DEU,2006-11,94.33968,Nov 2006
DEU,2006-12,94.33968,Dec 2006
DEU,2007-01,94.69737,Jan 2007
DEU,2007-02,94.78679,Feb 2007
DEU,2007-03,95.14448,Mar 2007
DEU,2007-04,95.85985,Apr 2007
DEU,2007-05,96.03869,May 2007
DEU,2007-06,96.03869,Jun 2007
DEU,2007-07,96.03869,Jul 2007
DEU,2007-08,95.94927,Aug 2007
DEU,2007-09,95.59158,Sep 2007
DEU,2007-10,95.77042,Oct 2007
DEU,2007-11,95.41274,Nov 2007
DEU,2007-12,95.2339,Dec 2007
DEU,2008-01,95.85985,Jan 2008
DEU,2008-02,96.4858,Feb 2008
DEU,2008-03,96.84348,Mar 2008
DEU,2008-04,97.46944,Apr 2008
DEU,2008-05,97.91654,May 2008
DEU,2008-06,98.27423,Jun 2008
DEU,2008-07,99.16844,Jul 2008
DEU,2008-08,99.25787,Aug 2008
DEU,2008-09,99.16844,Sep 2008
DEU,2008-10,98.27423,Oct 2008
DEU,2008-11,97.02233,Nov 2008
DEU,2008-12,96.03869,Dec 2008
DEU,2009-01,95.05505,Jan 2009
DEU,2009-02,94.16084,Feb 2009
DEU,2009-03,93.44547,Mar 2009
DEU,2009-04,92.99836,Apr 2009
DEU,2009-05,92.55125,May 2009
DEU,2009-06,92.46183,Jun 2009
DEU,2009-07,92.37241,Jul 2009
DEU,2009-08,92.81952,Aug 2009
DEU,2009-09,92.99836,Sep 2009
DEU,2009-10,93.08778,Oct 2009
DEU,2009-11,93.08778,Nov 2009
DEU,2009-12,93.26662,Dec 2009
DEU,2010-01,93.71373,Jan 2010
DEU,2010-02,94.00387,Feb 2010
DEU,2010-03,94.58414,Mar 2010
DEU,2010-04,95.74468,Apr 2010
DEU,2010-05,96.7118,May 2010
DEU,2010-06,97.09865,Jun 2010
DEU,2010-07,97.19536,Jul 2010
DEU,2010-08,97.58221,Aug 2010
DEU,2010-09,97.96906,Sep 2010
DEU,2010-10,98.16248,Oct 2010
DEU,2010-11,98.54932,Nov 2010
DEU,2010-12,99.12959,Dec 2010
DEU,2011-01,100.0967,Jan 2011
DEU,2011-02,100.7737,Feb 2011
DEU,2011-03,101.354,Mar 2011
DEU,2011-04,101.8375,Apr 2011
DEU,2011-05,102.0309,May 2011
DEU,2011-06,102.0309,Jun 2011
DEU,2011-07,102.2244,Jul 2011
DEU,2011-08,102.1277,Aug 2011
DEU,2011-09,102.0309,Sep 2011
DEU,2011-10,101.4507,Oct 2011
DEU,2011-11,101.2573,Nov 2011
DEU,2011-12,101.0638,Dec 2011
DEU,2012-01,101.4507,Jan 2012
DEU,2012-02,101.8375,Feb 2012
DEU,2012-03,102.1277,Mar 2012
DEU,2012-04,102.5145,Apr 2012
DEU,2012-05,102.5145,May 2012
DEU,2012-06,102.3211,Jun 2012
DEU,2012-07,102.0309,Jul 2012
DEU,2012-08,102.0309,Aug 2012
DEU,2012-09,102.4178,Sep 2012
DEU,2012-10,102.3211,Oct 2012
DEU,2012-11,102.1277,Nov 2012
DEU,2012-12,102.0309,Dec 2012
DEU,2013-01,102.0309,Jan 2013
DEU,2013-02,101.9342,Feb 2013
DEU,2013-03,102.0309,Mar 2013
DEU,2013-04,101.6441,Apr 2013
DEU,2013-05,101.4507,May 2013
DEU,2013-06,101.1605,Jun 2013
DEU,2013-07,100.7737,Jul 2013
DEU,2013-08,100.7737,Aug 2013
DEU,2013-09,100.7737,Sep 2013
DEU,2013-10,100.5803,Oct 2013
DEU,2013-11,100.4836,Nov 2013
DEU,2013-12,100.3868,Dec 2013
DEU,2014-01,100.3868,Jan 2014
DEU,2014-02,100.3868,Feb 2014
DEU,2014-03,100.2901,Mar 2014
DEU,2014-04,100.1934,Apr 2014
DEU,2014-05,100.2901,May 2014
DEU,2014-06,100.2901,Jun 2014
DEU,2014-07,100.4836,Jul 2014
DEU,2014-08,100.4836,Aug 2014
DEU,2014-09,100.4836,Sep 2014
DEU,2014-10,100.4836,Oct 2014
DEU,2014-11,100.3868,Nov 2014
DEU,2014-12,100.0967,Dec 2014
DEU,2015-01,100,Jan 2015
DEU,2015-02,99.9,Feb 2015
DEU,2015-03,100.2,Mar 2015
DEU,2015-04,100.5,Apr 2015
DEU,2015-05,100.6,May 2015
DEU,2015-06,100.4,Jun 2015
DEU,2015-07,100.5,Jul 2015
DEU,2015-08,100.2,Aug 2015
DEU,2015-09,99.8,Sep 2015
DEU,2015-10,99.5,Oct 2015
DEU,2015-11,99.3,Nov 2015
DEU,2015-12,99,Dec 2015
DEU,2016-01,98.6,Jan 2016
DEU,2016-02,98.3,Feb 2016
DEU,2016-03,98.2,Mar 2016
DEU,2016-04,98.1,Apr 2016
DEU,2016-05,98.3,May 2016
DEU,2016-06,98.4,Jun 2016
DEU,2016-07,98.6,Jul 2016
DEU,2016-08,98.6,Aug 2016
DEU,2016-09,98.6,Sep 2016
DEU,2016-10,98.6,Oct 2016
DEU,2016-11,99.1,Nov 2016
DEU,2016-12,99.5,Dec 2016
DEU,2017-01,100.2,Jan 2017
DEU,2017-02,100.9,Feb 2017
DEU,2017-03,101.3,Mar 2017
DEU,2017-04,101.6,Apr 2017
DEU,2017-05,101.5,May 2017
DEU,2017-06,101.4,Jun 2017
DEU,2017-07,101.3,Jul 2017
DEU,2017-08,101.3,Aug 2017
DEU,2017-09,101.5,Sep 2017
DEU,2017-10,101.9,Oct 2017
DEU,2017-11,101.9,Nov 2017
DEU,2017-12,102.1,Dec 2017
DEU,2018-01,102.8,Jan 2018
DEU,2018-02,103.1,Feb 2018
DEU,2018-03,103.1,Mar 2018
DEU,2018-04,103.4,Apr 2018
DEU,2018-05,103.8,May 2018
DEU,2018-06,104.2,Jun 2018
DEU,2018-07,104.3,Jul 2018
DEU,2018-08,104.4,Aug 2018
DEU,2018-09,104.3,Sep 2018
DEU,2018-10,104.5,Oct 2018
DEU,2018-11,104.5,Nov 2018
DEU,2018-12,104.4,Dec 2018
DEU,2019-01,104.6,Jan 2019
DEU,2019-02,104.6,Feb 2019
DEU,2019-03,104.7,Mar 2019
DEU,2019-04,104.8,Apr 2019
DEU,2019-05,104.6,May 2019
DEU,2019-06,104.4,Jun 2019
DEU,2019-07,104.3,Jul 2019
DEU,2019-08,104.2,Aug 2019
DEU,2019-09,104.2,Sep 2019
DEU,2019-10,104,Oct 2019
DEU,2019-11,103.7,Nov 2019
DEU,2019-12,103.6,Dec 2019
DEU,2020-01,103.8,Jan 2020
DEU,2020-02,103.9,Feb 2020
DEU,2020-03,103.4,Mar 2020
DEU,2020-04,103.1,Apr 2020
DEU,2020-05,102.7,May 2020
DEU,2020-06,102.6,Jun 2020
DEU,2020-07,102.6,Jul 2020
DEU,2020-08,102.6,Aug 2020
DEU,2020-09,102.8,Sep 2020
DEU,2020-10,102.9,Oct 2020
DEU,2020-11,103.1,Nov 2020
DEU,2020-12,103.4,Dec 2020
DEU,2021-01,104.6,Jan 2021
DEU,2021-02,105.6,Feb 2021
DEU,2021-03,106.9,Mar 2021
DEU,2021-04,108.8,Apr 2021
DEU,2021-05,110.6,May 2021
DEU,2021-06,111.9,Jun 2021
DEU,2021-07,114.2,Jul 2021
DEU,2021-08,115.6,Aug 2021
DEU,2021-09,116.3,Sep 2021
DEU,2021-10,117.6,Oct 2021
DEU,2021-11,118.9,Nov 2021
DEU,2021-12,119.8,Dec 2021
DEU,2022-01,123.6,Jan 2022
DEU,2022-02,125.4,Feb 2022
DEU,2022-03,129,Mar 2022
DEU,2022-04,133.5,Apr 2022
DEU,2022-05,135.3,May 2022
DEU,2022-06,135.8,Jun 2022
DEU,2022-07,136.5,Jul 2022
DEU,2022-08,136.8,Aug 2022
DEU,2022-09,137.2,Sep 2022
DEU,2022-10,137.4,Oct 2022
DEU,2022-11,136.7,Nov 2022
DEU,2022-12,136,Dec 2022
GRC,1995-01,56.88192,Jan 1995
GRC,1995-02,57.09362,Feb 1995
GRC,1995-03,57.23474,Mar 1995
GRC,1995-04,57.65028,Apr 1995
GRC,1995-05,58.35592,May 1995
GRC,1995-06,58.35592,Jun 1995
GRC,1995-07,58.4892,Jul 1995
GRC,1995-08,58.77145,Aug 1995
GRC,1995-09,58.84202,Sep 1995
GRC,1995-10,58.70089,Oct 1995
GRC,1995-11,59.46925,Nov 1995
GRC,1995-12,59.53981,Dec 1995
GRC,1996-01,59.73582,Jan 1996
GRC,1996-02,59.91615,Feb 1996
GRC,1996-03,59.79855,Mar 1996
GRC,1996-04,59.85343,Apr 1996
GRC,1996-05,60.02592,May 1996
GRC,1996-06,59.73582,Jun 1996
GRC,1996-07,59.56333,Jul 1996
GRC,1996-08,59.44573,Aug 1996
GRC,1996-09,59.61822,Sep 1996
GRC,1996-10,59.68094,Oct 1996
GRC,1996-11,59.85343,Nov 1996
GRC,1996-12,59.97103,Dec 1996
GRC,1997-01,60.66098,Jan 1997
GRC,1997-02,61.57047,Feb 1997
GRC,1997-03,62.05657,Mar 1997
GRC,1997-04,62.54268,Apr 1997
GRC,1997-05,62.6838,May 1997
GRC,1997-06,63.03662,Jun 1997
GRC,1997-07,63.24831,Jul 1997
GRC,1997-08,63.80498,Aug 1997
GRC,1997-09,63.73441,Sep 1997
GRC,1997-10,63.66385,Oct 1997
GRC,1997-11,63.31103,Nov 1997
GRC,1997-12,63.59328,Dec 1997
GRC,1998-01,63.87554,Jan 1998
GRC,1998-02,64.08723,Feb 1998
GRC,1998-03,65.41225,Mar 1998
GRC,1998-04,66.3923,Apr 1998
GRC,1998-05,66.32174,May 1998
GRC,1998-06,66.25117,Jun 1998
GRC,1998-07,65.89835,Jul 1998
GRC,1998-08,65.89835,Aug 1998
GRC,1998-09,65.62395,Sep 1998
GRC,1998-10,65.13,Oct 1998
GRC,1998-11,64.91831,Nov 1998
GRC,1998-12,64.50277,Dec 1998
GRC,1999-01,64.29108,Jan 1999
GRC,1999-02,64.36164,Feb 1999
GRC,1999-03,64.50277,Mar 1999
GRC,1999-04,64.98888,Apr 1999
GRC,1999-05,65.05943,May 1999
GRC,1999-06,65.41225,Jun 1999
GRC,1999-07,65.62395,Jul 1999
GRC,1999-08,65.55338,Aug 1999
GRC,1999-09,65.75723,Sep 1999
GRC,1999-10,65.89835,Oct 1999
GRC,1999-11,66.32174,Nov 1999
GRC,1999-12,66.73727,Dec 1999
GRC,2000-01,66.8,Jan 2000
GRC,2000-02,67.7,Feb 2000
GRC,2000-03,68.4,Mar 2000
GRC,2000-04,68.8,Apr 2000
GRC,2000-05,69.6,May 2000
GRC,2000-06,69.5,Jun 2000
GRC,2000-07,69.8,Jul 2000
GRC,2000-08,70.4,Aug 2000
GRC,2000-09,71.4,Sep 2000
GRC,2000-10,72,Oct 2000
GRC,2000-11,72.3,Nov 2000
GRC,2000-12,71.8,Dec 2000
GRC,2001-01,72.7,Jan 2001
GRC,2001-02,73.1,Feb 2001
GRC,2001-03,73.1,Mar 2001
GRC,2001-04,73.3,Apr 2001
GRC,2001-05,73.4,May 2001
GRC,2001-06,73.7,Jun 2001
GRC,2001-07,73.5,Jul 2001
GRC,2001-08,73.1,Aug 2001
GRC,2001-09,73.1,Sep 2001
GRC,2001-10,73,Oct 2001
GRC,2001-11,73,Nov 2001
GRC,2001-12,73.2,Dec 2001
GRC,2002-01,73.3,Jan 2002
GRC,2002-02,73.3,Feb 2002
GRC,2002-03,73.4,Mar 2002
GRC,2002-04,73.6,Apr 2002
GRC,2002-05,73.5,May 2002
GRC,2002-06,73.4,Jun 2002
GRC,2002-07,73.4,Jul 2002
GRC,2002-08,73.7,Aug 2002
GRC,2002-09,73.9,Sep 2002
GRC,2002-10,73.9,Oct 2002
GRC,2002-11,74,Nov 2002
GRC,2002-12,74.1,Dec 2002
GRC,2003-01,73.8,Jan 2003
GRC,2003-02,74,Feb 2003
GRC,2003-03,74.1,Mar 2003
GRC,2003-04,74.1,Apr 2003
GRC,2003-05,74,May 2003
GRC,2003-06,74.1,Jun 2003
GRC,2003-07,74.1,Jul 2003
GRC,2003-08,74.2,Aug 2003
GRC,2003-09,74.4,Sep 2003
GRC,2003-10,74.4,Oct 2003
GRC,2003-11,74.6,Nov 2003
GRC,2003-12,74.8,Dec 2003
GRC,2004-01,74.2,Jan 2004
GRC,2004-02,74.7,Feb 2004
GRC,2004-03,75.1,Mar 2004
GRC,2004-04,75.7,Apr 2004
GRC,2004-05,76,May 2004
GRC,2004-06,75.9,Jun 2004
GRC,2004-07,76,Jul 2004
GRC,2004-08,76.3,Aug 2004
GRC,2004-09,76.5,Sep 2004
GRC,2004-10,76.7,Oct 2004
GRC,2004-11,77.1,Nov 2004
GRC,2004-12,77.1,Dec 2004
GRC,2005-01,77.2,Jan 2005
GRC,2005-02,77.5,Feb 2005
GRC,2005-03,77.8,Mar 2005
GRC,2005-04,78,Apr 2005
GRC,2005-05,78.1,May 2005
GRC,2005-06,78.1,Jun 2005
GRC,2005-07,78.3,Jul 2005
GRC,2005-08,78.4,Aug 2005
GRC,2005-09,78.6,Sep 2005
GRC,2005-10,78.8,Oct 2005
GRC,2005-11,79.7,Nov 2005
GRC,2005-12,80.1,Dec 2005
GRC,2006-01,80.4,Jan 2006
GRC,2006-02,81.1,Feb 2006
GRC,2006-03,81.5,Mar 2006
GRC,2006-04,82.3,Apr 2006
GRC,2006-05,83.5,May 2006
GRC,2006-06,84.2,Jun 2006
GRC,2006-07,84.3,Jul 2006
GRC,2006-08,84.7,Aug 2006
GRC,2006-09,84.9,Sep 2006
GRC,2006-10,85.3,Oct 2006
GRC,2006-11,85.4,Nov 2006
GRC,2006-12,85.2,Dec 2006
GRC,2007-01,85.4,Jan 2007
GRC,2007-02,85.7,Feb 2007
GRC,2007-03,86.1,Mar 2007
GRC,2007-04,87.8,Apr 2007
GRC,2007-05,87.9,May 2007
GRC,2007-06,88,Jun 2007
GRC,2007-07,88.6,Jul 2007
GRC,2007-08,89.1,Aug 2007
GRC,2007-09,89.7,Sep 2007
GRC,2007-10,90.4,Oct 2007
GRC,2007-11,90.3,Nov 2007
GRC,2007-12,90.1,Dec 2007
GRC,2008-01,91.2,Jan 2008
GRC,2008-02,92.9,Feb 2008
GRC,2008-03,93.7,Mar 2008
GRC,2008-04,94,Apr 2008
GRC,2008-05,94.5,May 2008
GRC,2008-06,95.9,Jun 2008
GRC,2008-07,96.3,Jul 2008
GRC,2008-08,96.4,Aug 2008
GRC,2008-09,96.3,Sep 2008
GRC,2008-10,95.7,Oct 2008
GRC,2008-11,94.1,Nov 2008
GRC,2008-12,93.6,Dec 2008
GRC,2009-01,93.6,Jan 2009
GRC,2009-02,92.9,Feb 2009
GRC,2009-03,92.3,Mar 2009
GRC,2009-04,92.7,Apr 2009
GRC,2009-05,93.3,May 2009
GRC,2009-06,93.7,Jun 2009
GRC,2009-07,93.7,Jul 2009
GRC,2009-08,94.3,Aug 2009
