location,time,ppi_dom_manufact,date
HUN,1999-03,44.75068,Mar 1999
HUN,1999-04,45.1313,Apr 1999
HUN,1999-05,45.83818,May 1999
HUN,1999-06,46.4363,Jun 1999
HUN,1999-07,46.6538,Jul 1999
HUN,1999-08,47.41505,Aug 1999
HUN,1999-09,48.06755,Sep 1999
HUN,1999-10,48.93756,Oct 1999
HUN,1999-11,49.64443,Nov 1999
HUN,1999-12,49.97068,Dec 1999
HUN,2000-01,51.00381,Jan 2000
HUN,2000-02,51.56739,Feb 2000
HUN,2000-03,52.34231,Mar 2000
HUN,2000-04,52.69454,Apr 2000
HUN,2000-05,53.11723,May 2000
HUN,2000-06,53.53991,Jun 2000
HUN,2000-07,54.52617,Jul 2000
HUN,2000-08,55.23064,Aug 2000
HUN,2000-09,56.287350000000004,Sep 2000
HUN,2000-10,56.85093,Oct 2000
HUN,2000-11,57.76675,Nov 2000
HUN,2000-12,57.62585,Dec 2000
HUN,2001-01,58.25988,Jan 2001
HUN,2001-02,58.8939,Feb 2001
HUN,2001-03,59.38703,Mar 2001
HUN,2001-04,59.80972,Apr 2001
HUN,2001-05,60.0915,May 2001
HUN,2001-06,60.0915,Jun 2001
HUN,2001-07,59.88016,Jul 2001
HUN,2001-08,59.73927,Aug 2001
HUN,2001-09,59.88016,Sep 2001
HUN,2001-10,59.66882,Oct 2001
HUN,2001-11,59.24614,Nov 2001
HUN,2001-12,58.8939,Dec 2001
HUN,2002-01,59.24614,Jan 2002
HUN,2002-02,59.52793,Feb 2002
HUN,2002-03,60.16195,Mar 2002
HUN,2002-04,60.93687,Apr 2002
HUN,2002-05,60.93687,May 2002
HUN,2002-06,60.44374,Jun 2002
HUN,2002-07,60.58464,Jul 2002
HUN,2002-08,60.93687,Aug 2002
HUN,2002-09,61.43,Sep 2002
HUN,2002-10,61.64134,Oct 2002
HUN,2002-11,60.93687,Nov 2002
HUN,2002-12,61.14821,Dec 2002
HUN,2003-01,61.92313,Jan 2003
HUN,2003-02,62.48671,Feb 2003
HUN,2003-03,62.7685,Mar 2003
HUN,2003-04,62.34582,Apr 2003
HUN,2003-05,61.85268,May 2003
HUN,2003-06,62.27537,Jun 2003
HUN,2003-07,62.7685,Jul 2003
HUN,2003-08,63.19118,Aug 2003
HUN,2003-09,63.47297,Sep 2003
HUN,2003-10,63.68431,Oct 2003
HUN,2003-11,64.24789,Nov 2003
HUN,2003-12,64.17744,Dec 2003
HUN,2004-01,65.3046,Jan 2004
HUN,2004-02,65.37505,Feb 2004
HUN,2004-03,65.79773,Mar 2004
HUN,2004-04,66.36131,Apr 2004
HUN,2004-05,67.27712,May 2004
HUN,2004-06,67.55891,Jun 2004
HUN,2004-07,68.26338,Jul 2004
HUN,2004-08,68.54517,Aug 2004
HUN,2004-09,68.82697,Sep 2004
HUN,2004-10,69.32009,Oct 2004
HUN,2004-11,69.24965,Nov 2004
HUN,2004-12,68.75652,Dec 2004
HUN,2005-01,68.96786,Jan 2005
HUN,2005-02,69.24965,Feb 2005
HUN,2005-03,69.53143,Mar 2005
HUN,2005-04,70.09502,Apr 2005
HUN,2005-05,70.16546,May 2005
HUN,2005-06,70.23591,Jun 2005
HUN,2005-07,70.3768,Jul 2005
HUN,2005-08,70.86993,Aug 2005
HUN,2005-09,71.22217,Sep 2005
HUN,2005-10,71.64485,Oct 2005
HUN,2005-11,71.7153,Nov 2005
HUN,2005-12,71.36307,Dec 2005
HUN,2006-01,71.85619,Jan 2006
HUN,2006-02,71.99709,Feb 2006
HUN,2006-03,72.49022,Mar 2006
HUN,2006-04,73.26514,Apr 2006
HUN,2006-05,73.75827,May 2006
HUN,2006-06,74.60364,Jun 2006
HUN,2006-07,75.66035,Jul 2006
HUN,2006-08,76.36482,Aug 2006
HUN,2006-09,76.43526,Sep 2006
HUN,2006-10,76.29437,Oct 2006
HUN,2006-11,75.7308,Nov 2006
HUN,2006-12,75.51945,Dec 2006
HUN,2007-01,75.44901,Jan 2007
HUN,2007-02,75.66035,Feb 2007
HUN,2007-03,76.08303,Mar 2007
HUN,2007-04,76.36482,Apr 2007
HUN,2007-05,76.9284,May 2007
HUN,2007-06,77.28063,Jun 2007
HUN,2007-07,77.35108,Jul 2007
HUN,2007-08,77.91466,Aug 2007
HUN,2007-09,78.54868,Sep 2007
HUN,2007-10,79.39405,Oct 2007
HUN,2007-11,80.45076,Nov 2007
HUN,2007-12,81.15524,Dec 2007
HUN,2008-01,82.07104,Jan 2008
HUN,2008-02,82.28239,Feb 2008
HUN,2008-03,83.0573,Mar 2008
HUN,2008-04,84.04357,Apr 2008
HUN,2008-05,84.39581,May 2008
HUN,2008-06,85.02983,Jun 2008
HUN,2008-07,85.80475,Jul 2008
HUN,2008-08,86.01609,Aug 2008
HUN,2008-09,86.29788,Sep 2008
HUN,2008-10,86.50922,Oct 2008
HUN,2008-11,84.5367,Nov 2008
HUN,2008-12,82.35284,Dec 2008
HUN,2009-01,82.49373,Jan 2009
HUN,2009-02,84.88894,Feb 2009
HUN,2009-03,85.02983,Mar 2009
HUN,2009-04,84.32536,Apr 2009
HUN,2009-05,83.90267,May 2009
HUN,2009-06,85.31162,Jun 2009
HUN,2009-07,84.32536,Jul 2009
HUN,2009-08,84.32536,Aug 2009
HUN,2009-09,84.32536,Sep 2009
HUN,2009-10,83.90267,Oct 2009
HUN,2009-11,84.32536,Nov 2009
HUN,2009-12,84.46626,Dec 2009
HUN,2010-01,85.59341,Jan 2010
HUN,2010-02,86.12781,Feb 2010
HUN,2010-03,86.57314,Mar 2010
HUN,2010-04,87.64195,Apr 2010
HUN,2010-05,89.33422,May 2010
HUN,2010-06,90.13583,Jun 2010
HUN,2010-07,89.42329,Jul 2010
HUN,2010-08,89.77956,Aug 2010
HUN,2010-09,90.31396,Sep 2010
HUN,2010-10,90.13583,Oct 2010
HUN,2010-11,90.84837,Nov 2010
HUN,2010-12,92.8969,Dec 2010
HUN,2011-01,93.52037,Jan 2011
HUN,2011-02,93.96571,Feb 2011
HUN,2011-03,94.50011,Mar 2011
HUN,2011-04,95.74705,Apr 2011
HUN,2011-05,95.92519,May 2011
HUN,2011-06,94.94545,Jun 2011
HUN,2011-07,96.28145,Jul 2011
HUN,2011-08,96.72678,Aug 2011
HUN,2011-09,98.06279,Sep 2011
HUN,2011-10,99.48786,Oct 2011
HUN,2011-11,101.1801,Nov 2011
HUN,2011-12,100.4676,Dec 2011
HUN,2012-01,101.6255,Jan 2012
HUN,2012-02,101.3583,Feb 2012
HUN,2012-03,102.4271,Mar 2012
HUN,2012-04,102.6052,Apr 2012
HUN,2012-05,102.4271,May 2012
HUN,2012-06,101.0911,Jun 2012
HUN,2012-07,100.0223,Jul 2012
HUN,2012-08,101.1801,Aug 2012
HUN,2012-09,102.338,Sep 2012
HUN,2012-10,102.1599,Oct 2012
HUN,2012-11,101.6255,Nov 2012
HUN,2012-12,101.9817,Dec 2012
HUN,2013-01,102.7833,Jan 2013
HUN,2013-02,104.0303,Feb 2013
HUN,2013-03,104.1193,Mar 2013
HUN,2013-04,102.8724,Apr 2013
HUN,2013-05,102.2489,May 2013
HUN,2013-06,102.5161,Jun 2013
HUN,2013-07,102.4271,Jul 2013
HUN,2013-08,103.4959,Aug 2013
HUN,2013-09,103.3177,Sep 2013
HUN,2013-10,102.0708,Oct 2013
HUN,2013-11,101.7145,Nov 2013
HUN,2013-12,102.2489,Dec 2013
HUN,2014-01,103.3177,Jan 2014
HUN,2014-02,104.0303,Feb 2014
HUN,2014-03,103.7631,Mar 2014
HUN,2014-04,103.7631,Apr 2014
HUN,2014-05,102.9615,May 2014
HUN,2014-06,103.5849,Jun 2014
HUN,2014-07,104.2975,Jul 2014
HUN,2014-08,104.6538,Aug 2014
HUN,2014-09,104.7428,Sep 2014
HUN,2014-10,103.3177,Oct 2014
HUN,2014-11,102.0708,Nov 2014
HUN,2014-12,100.2004,Dec 2014
HUN,2015-01,98.06279,Jan 2015
HUN,2015-02,98.41906,Feb 2015
HUN,2015-03,99.9332,Mar 2015
HUN,2015-04,100.5567,Apr 2015
HUN,2015-05,102.2489,May 2015
HUN,2015-06,103.1396,Jun 2015
HUN,2015-07,102.0708,Jul 2015
HUN,2015-08,100.2895,Aug 2015
HUN,2015-09,99.48786,Sep 2015
HUN,2015-10,98.8644,Oct 2015
HUN,2015-11,99.04253,Nov 2015
HUN,2015-12,97.88466,Dec 2015
HUN,2016-01,96.01425,Jan 2016
HUN,2016-02,94.23291,Feb 2016
HUN,2016-03,95.39079,Mar 2016
HUN,2016-04,95.74705,Apr 2016
HUN,2016-05,97.79559,May 2016
HUN,2016-06,99.1316,Jun 2016
HUN,2016-07,98.95346,Jul 2016
HUN,2016-08,97.88466,Aug 2016
HUN,2016-09,98.50813,Sep 2016
HUN,2016-10,99.84413,Oct 2016
HUN,2016-11,100.3785,Nov 2016
HUN,2016-12,101.7145,Dec 2016
HUN,2017-01,103.1396,Jan 2017
HUN,2017-02,103.8521,Feb 2017
HUN,2017-03,104.3866,Mar 2017
HUN,2017-04,104.8319,Apr 2017
HUN,2017-05,104.2975,May 2017
HUN,2017-06,103.5849,Jun 2017
HUN,2017-07,102.5161,Jul 2017
HUN,2017-08,103.2287,Aug 2017
HUN,2017-09,104.5647,Sep 2017
HUN,2017-10,105.7226,Oct 2017
HUN,2017-11,106.7914,Nov 2017
HUN,2017-12,106.9695,Dec 2017
HUN,2018-01,107.5039,Jan 2018
HUN,2018-02,107.7711,Feb 2018
HUN,2018-03,107.7711,Mar 2018
HUN,2018-04,108.6618,Apr 2018
HUN,2018-05,109.9087,May 2018
HUN,2018-06,111.601,Jun 2018
HUN,2018-07,111.9572,Jul 2018
HUN,2018-08,112.4026,Aug 2018
HUN,2018-09,112.7232,Sep 2018
HUN,2018-10,113.5159,Oct 2018
HUN,2018-11,112.9637,Nov 2018
HUN,2018-12,111.5475,Dec 2018
HUN,2019-01,111.3783,Jan 2019
HUN,2019-02,111.7613,Feb 2019
HUN,2019-03,112.9904,Mar 2019
HUN,2019-04,114.4778,Apr 2019
HUN,2019-05,115.6535,May 2019
HUN,2019-06,114.7272,Jun 2019
HUN,2019-07,114.8786,Jul 2019
HUN,2019-08,115.2349,Aug 2019
HUN,2019-09,116.1879,Sep 2019
HUN,2019-10,116.4106,Oct 2019
HUN,2019-11,116.8292,Nov 2019
HUN,2019-12,116.9183,Dec 2019
HUN,2020-01,104.9922,Jan 2020
HUN,2020-02,104.8586,Feb 2020
HUN,2020-03,103.9501,Mar 2020
HUN,2020-04,101.8214,Apr 2020
HUN,2020-05,101.0644,May 2020
HUN,2020-06,103.1574,Jun 2020
HUN,2020-07,104.1728,Jul 2020
HUN,2020-08,104.5469,Aug 2020
HUN,2020-09,105.0635,Sep 2020
HUN,2020-10,105.5177,Oct 2020
HUN,2020-11,105.3307,Nov 2020
HUN,2020-12,106.925,Dec 2020
HUN,2021-01,108.2164,Jan 2021
HUN,2021-02,110.2293,Feb 2021
HUN,2021-03,113.0528,Mar 2021
HUN,2021-04,114.4244,Apr 2021
HUN,2021-05,115.2794,May 2021
HUN,2021-06,116.8827,Jun 2021
HUN,2021-07,119.7506,Jul 2021
HUN,2021-08,120.383,Aug 2021
HUN,2021-09,121.7279,Sep 2021
HUN,2021-10,126.4841,Oct 2021
HUN,2021-11,128.782,Nov 2021
HUN,2021-12,129.8597,Dec 2021
HUN,2022-01,133.9212,Jan 2022
HUN,2022-02,137.092,Feb 2022
HUN,2022-03,143.8521,Mar 2022
HUN,2022-04,150.3986,Apr 2022
HUN,2022-05,154.8697,May 2022
HUN,2022-06,159.2697,Jun 2022
HUN,2022-07,163.2688,Jul 2022
HUN,2022-08,165.6825,Aug 2022
HUN,2022-09,169.7706,Sep 2022
HUN,2022-10,173.6451,Oct 2022
HUN,2022-11,174.5981,Nov 2022
HUN,2022-12,174.6871,Dec 2022
ISL,2006-01,47.86404,Jan 2006
ISL,2006-02,49.07461,Feb 2006
ISL,2006-03,51.82167,Mar 2006
ISL,2006-04,54.33593,Apr 2006
ISL,2006-05,54.56873,May 2006
ISL,2006-06,57.82796,Jun 2006
ISL,2006-07,57.50204,Jul 2006
ISL,2006-08,56.24491,Aug 2006
ISL,2006-09,56.24491,Sep 2006
ISL,2006-10,55.59306,Oct 2006
ISL,2006-11,57.12955,Nov 2006
ISL,2006-12,58.06076,Dec 2006
ISL,2007-01,58.57293,Jan 2007
ISL,2007-02,56.75707,Feb 2007
ISL,2007-03,56.75707,Mar 2007
ISL,2007-04,56.47771,Apr 2007
ISL,2007-05,55.0809,May 2007
ISL,2007-06,55.03434,Jun 2007
ISL,2007-07,53.77721,Jul 2007
ISL,2007-08,56.33803,Aug 2007
ISL,2007-09,55.3137,Sep 2007
ISL,2007-10,53.91689,Oct 2007
ISL,2007-11,54.47561,Nov 2007
ISL,2007-12,55.63962,Dec 2007
ISL,2008-01,56.75707,Jan 2008
ISL,2008-02,58.52636,Feb 2008
ISL,2008-03,63.88081,Mar 2008
ISL,2008-04,67.93156,Apr 2008
ISL,2008-05,68.67652,May 2008
ISL,2008-06,71.23734,Jun 2008
ISL,2008-07,72.96008,Jul 2008
ISL,2008-08,74.31033,Aug 2008
ISL,2008-09,77.24363,Sep 2008
ISL,2008-10,87.0213,Oct 2008
ISL,2008-11,91.77045,Nov 2008
ISL,2008-12,85.20544,Dec 2008
ISL,2009-01,79.01292,Jan 2009
ISL,2009-02,72.40135,Feb 2009
ISL,2009-03,71.28391,Mar 2009
ISL,2009-04,76.40554,Apr 2009
ISL,2009-05,78.2214,May 2009
ISL,2009-06,79.10604,Jun 2009
ISL,2009-07,81.8531,Jul 2009
ISL,2009-08,84.5536,Aug 2009
ISL,2009-09,86.83506,Sep 2009
ISL,2009-10,87.06786,Oct 2009
ISL,2009-11,88.13875,Nov 2009
ISL,2009-12,89.81493,Dec 2009
ISL,2010-01,93.30695,Jan 2010
ISL,2010-02,94.05192,Feb 2010
ISL,2010-03,91.4911,Mar 2010
ISL,2010-04,93.81911,Apr 2010
ISL,2010-05,94.98312,May 2010
ISL,2010-06,89.81493,Jun 2010
ISL,2010-07,86.83506,Jul 2010
ISL,2010-08,86.0901,Aug 2010
ISL,2010-09,88.04563,Sep 2010
ISL,2010-10,87.99907,Oct 2010
ISL,2010-11,90.69957,Nov 2010
ISL,2010-12,92.1895,Dec 2010
ISL,2011-01,94.09847,Jan 2011
ISL,2011-02,96.61273,Feb 2011
ISL,2011-03,97.86987,Mar 2011
ISL,2011-04,99.40636,Apr 2011
ISL,2011-05,100.9894,May 2011
ISL,2011-06,101.5016,Jun 2011
ISL,2011-07,101.6878,Jul 2011
ISL,2011-08,100.8963,Aug 2011
ISL,2011-09,100.2444,Sep 2011
ISL,2011-10,99.22012,Oct 2011
ISL,2011-11,98.28891,Nov 2011
ISL,2011-12,98.42859,Dec 2011
ISL,2012-01,99.45292,Jan 2012
ISL,2012-02,101.3619,Feb 2012
ISL,2012-03,104.1555,Mar 2012
ISL,2012-04,104.6677,Apr 2012
ISL,2012-05,102.0137,May 2012
ISL,2012-06,100.8032,Jun 2012
ISL,2012-07,97.45082,Jul 2012
ISL,2012-08,94.79688,Aug 2012
ISL,2012-09,96.51962,Sep 2012
ISL,2012-10,100.2444,Oct 2012
ISL,2012-11,100.6635,Nov 2012
ISL,2012-12,99.63916,Dec 2012
ISL,2013-01,103.8762,Jan 2013
ISL,2013-02,100.9894,Feb 2013
ISL,2013-03,99.54604,Mar 2013
ISL,2013-04,93.67944,Apr 2013
ISL,2013-05,94.23816,May 2013
ISL,2013-06,94.70376,Jun 2013
ISL,2013-07,94.56408,Jul 2013
ISL,2013-08,91.9567,Aug 2013
ISL,2013-09,94.6572,Sep 2013
ISL,2013-10,93.86568,Oct 2013
ISL,2013-11,94.70376,Nov 2013
ISL,2013-12,92.56198,Dec 2013
ISL,2014-01,91.02549,Jan 2014
ISL,2014-02,90.93237,Feb 2014
ISL,2014-03,90.09428,Mar 2014
ISL,2014-04,90.55989,Apr 2014
ISL,2014-05,92.14294,May 2014
ISL,2014-06,93.02759,Jun 2014
ISL,2014-07,93.77255,Jul 2014
ISL,2014-08,97.1249,Aug 2014
ISL,2014-09,98.80107,Sep 2014
ISL,2014-10,99.91852,Oct 2014
ISL,2014-11,100.4772,Nov 2014
ISL,2014-12,103.8296,Dec 2014
ISL,2015-01,104.0158,Jan 2015
ISL,2015-02,101.9672,Feb 2015
ISL,2015-03,104.4349,Mar 2015
ISL,2015-04,103.6433,Apr 2015
ISL,2015-05,103.6433,May 2015
ISL,2015-06,103.2709,Jun 2015
ISL,2015-07,100.71,Jul 2015
ISL,2015-08,98.52171,Aug 2015
ISL,2015-09,95.86777,Sep 2015
ISL,2015-10,94.75032,Oct 2015
ISL,2015-11,95.1228,Nov 2015
ISL,2015-12,94.05192,Dec 2015
ISL,2016-01,94.00536,Jan 2016
ISL,2016-02,92.84135,Feb 2016
ISL,2016-03,93.30695,Mar 2016
ISL,2016-04,92.88791,Apr 2016
ISL,2016-05,93.77255,May 2016
ISL,2016-06,93.72599,Jun 2016
ISL,2016-07,93.16727,Jul 2016
ISL,2016-08,92.46886,Aug 2016
ISL,2016-09,90.65301,Sep 2016
ISL,2016-10,89.30276,Oct 2016
ISL,2016-11,88.51123,Nov 2016
ISL,2016-12,88.27843,Dec 2016
ISL,2017-01,88.97684,Jan 2017
ISL,2017-02,87.67315,Feb 2017
ISL,2017-03,86.64882,Mar 2017
ISL,2017-04,87.85939,Apr 2017
ISL,2017-05,84.69328,May 2017
ISL,2017-06,84.088,Jun 2017
ISL,2017-07,85.95042,Jul 2017
ISL,2017-08,86.92818,Aug 2017
ISL,2017-09,89.39588,Sep 2017
ISL,2017-10,89.76836,Oct 2017
ISL,2017-11,90.09428,Nov 2017
ISL,2017-12,90.4202,Dec 2017
ISL,2018-01,90.4202,Jan 2018
ISL,2018-02,91.39797,Feb 2018
ISL,2018-03,89.81493,Mar 2018
ISL,2018-04,88.69747,Apr 2018
ISL,2018-05,91.86358,May 2018
ISL,2018-06,93.91223,Jun 2018
ISL,2018-07,93.63287,Jul 2018
ISL,2018-08,92.79478,Aug 2018
ISL,2018-09,94.28471,Sep 2018
ISL,2018-10,97.3577,Oct 2018
ISL,2018-11,100.6635,Nov 2018
ISL,2018-12,99.03387,Dec 2018
ISL,2019-01,98.00954,Jan 2019
ISL,2019-02,96.51962,Feb 2019
ISL,2019-03,97.21802,Mar 2019
ISL,2019-04,97.73019,Apr 2019
ISL,2019-05,98.98731,May 2019
ISL,2019-06,100.1979,Jun 2019
ISL,2019-07,99.17355,Jul 2019
ISL,2019-08,98.94075,Aug 2019
ISL,2019-09,98.56827,Sep 2019
ISL,2019-10,98.42859,Oct 2019
ISL,2019-11,97.31114,Nov 2019
ISL,2019-12,98.05611,Dec 2019
ISL,2020-01,99.31323,Jan 2020
ISL,2020-02,99.45292,Feb 2020
ISL,2020-03,101.6878,Mar 2020
ISL,2020-04,104.0158,Apr 2020
ISL,2020-05,100.291,May 2020
ISL,2020-06,98.33546,Jun 2020
ISL,2020-07,101.5947,Jul 2020
ISL,2020-08,103.2243,Aug 2020
ISL,2020-09,105.273,Sep 2020
ISL,2020-10,105.9714,Oct 2020
ISL,2020-11,106.2042,Nov 2020
ISL,2020-12,104.2952,Dec 2020
ISL,2021-01,106.2042,Jan 2021
ISL,2021-02,105.692,Feb 2021
ISL,2021-03,106.7163,Mar 2021
ISL,2021-04,108.2994,Apr 2021
ISL,2021-05,109.5099,May 2021
ISL,2021-06,110.348,Jun 2021
ISL,2021-07,112.8623,Jul 2021
ISL,2021-08,114.9575,Aug 2021
ISL,2021-09,119.1945,Sep 2021
ISL,2021-10,124.2696,Oct 2021
ISL,2021-11,128.5066,Nov 2021
ISL,2021-12,123.9902,Dec 2021
ISL,2022-01,125.0611,Jan 2022
ISL,2022-02,127.7616,Feb 2022
ISL,2022-03,135.6303,Mar 2022
ISL,2022-04,140.3795,Apr 2022
ISL,2022-05,139.3086,May 2022
ISL,2022-06,134.7457,Jun 2022
ISL,2022-07,134.4663,Jul 2022
ISL,2022-08,134.1404,Aug 2022
ISL,2022-09,135.3975,Sep 2022
ISL,2022-10,132.9764,Oct 2022
ISL,2022-11,132.9764,Nov 2022
ISL,2022-12,134.4663,Dec 2022
IRL,1968-01,9.285625,Jan 1968
IRL,1968-02,9.331173,Feb 1968
IRL,1968-03,9.415767,Mar 1968
IRL,1968-04,9.526385,Apr 1968
IRL,1968-05,9.493854,May 1968
IRL,1968-06,9.474332,Jun 1968
IRL,1968-07,9.513369,Jul 1968
IRL,1968-08,9.454809,Aug 1968
IRL,1968-09,9.51988,Sep 1968
IRL,1968-10,9.526385,Oct 1968
IRL,1968-11,9.656526,Nov 1968
IRL,1968-12,9.741118,Dec 1968
IRL,1969-01,9.864755,Jan 1969
IRL,1969-02,9.9623640000000009,Feb 1969
IRL,1969-03,10.07298,Mar 1969
IRL,1969-04,10.15758,Apr 1969
IRL,1969-05,10.24217,May 1969
IRL,1969-06,10.22915,Jun 1969
IRL,1969-07,10.20963,Jul 1969
IRL,1969-08,10.19011,Aug 1969
IRL,1969-09,10.2682,Sep 1969
IRL,1969-10,10.28121,Oct 1969
IRL,1969-11,10.2747,Nov 1969
IRL,1969-12,10.35279,Dec 1969
IRL,1970-01,10.46341,Jan 1970
IRL,1970-02,10.56102,Feb 1970
IRL,1970-03,10.67164,Mar 1970
IRL,1970-04,10.74321,Apr 1970
IRL,1970-05,10.8278,May 1970
IRL,1970-06,10.76924,Jun 1970
IRL,1970-07,10.76924,Jul 1970
IRL,1970-08,10.7302,Aug 1970
IRL,1970-09,10.74321,Sep 1970
IRL,1970-10,10.74321,Oct 1970
IRL,1970-11,10.74321,Nov 1970
IRL,1970-12,10.80828,Dec 1970
IRL,1971-01,10.94493,Jan 1971
IRL,1971-02,11.10761,Feb 1971
IRL,1971-03,11.24426,Mar 1971
IRL,1971-04,11.31584,Apr 1971
IRL,1971-05,11.32234,May 1971
IRL,1971-06,11.31584,Jun 1971
IRL,1971-07,11.30282,Jul 1971
IRL,1971-08,11.29631,Aug 1971
IRL,1971-09,11.3679,Sep 1971
IRL,1971-10,11.3679,Oct 1971
IRL,1971-11,11.41345,Nov 1971
IRL,1971-12,11.54359,Dec 1971
IRL,1972-01,11.84942,Jan 1972
IRL,1972-02,11.99258,Feb 1972
IRL,1972-03,12.11621,Mar 1972
IRL,1972-04,12.14874,Apr 1972
IRL,1972-05,12.23334,May 1972
IRL,1972-06,12.35047,Jun 1972
IRL,1972-07,12.48061,Jul 1972
IRL,1972-08,12.59123,Aug 1972
IRL,1972-09,12.60424,Sep 1972
IRL,1972-10,12.64328,Oct 1972
IRL,1972-11,13.21591,Nov 1972
IRL,1972-12,13.40461,Dec 1972
IRL,1973-01,14.01628,Jan 1973
IRL,1973-02,13.96422,Feb 1973
IRL,1973-03,14.1269,Mar 1973
IRL,1973-04,14.4913,Apr 1973
IRL,1973-05,14.7711,May 1973
IRL,1973-06,14.88823,Jun 1973
IRL,1973-07,14.93378,Jul 1973
IRL,1973-08,14.92728,Aug 1973
IRL,1973-09,14.90124,Sep 1973
IRL,1973-10,14.89474,Oct 1973
IRL,1973-11,14.99885,Nov 1973
IRL,1973-12,15.08995,Dec 1973
IRL,1974-01,15.64305,Jan 1974
IRL,1974-02,15.76018,Feb 1974
IRL,1974-03,16.1441,Mar 1974
IRL,1974-04,16.54103,Apr 1974
IRL,1974-05,16.67117,May 1974
IRL,1974-06,16.52802,Jun 1974
IRL,1974-07,16.67768,Jul 1974
IRL,1974-08,16.814330000000002,Aug 1974
IRL,1974-09,16.79481,Sep 1974
IRL,1974-10,16.91844,Oct 1974
IRL,1974-11,17.4325,Nov 1974
IRL,1974-12,17.888,Dec 1974
IRL,1975-01,18.93924,Jan 1975
IRL,1975-02,19.41721,Feb 1975
IRL,1975-03,20.31339,Mar 1975
IRL,1975-04,20.67185,Apr 1975
IRL,1975-05,20.79135,May 1975
IRL,1975-06,20.7316,Jun 1975
IRL,1975-07,20.91084,Jul 1975
IRL,1975-08,20.79135,Aug 1975
IRL,1975-09,21.14982,Sep 1975
IRL,1975-10,21.3888,Oct 1975
IRL,1975-11,21.62778,Nov 1975
IRL,1975-12,21.86676,Dec 1975
IRL,1976-01,22.40447,Jan 1976
IRL,1976-02,22.82269,Feb 1976
IRL,1976-03,23.18116,Mar 1976
IRL,1976-04,23.47988,Apr 1976
IRL,1976-05,24.07734,May 1976
IRL,1976-06,24.43581,Jun 1976
IRL,1976-07,24.73454,Jul 1976
IRL,1976-08,24.91377,Aug 1976
IRL,1976-09,25.39173,Sep 1976
IRL,1976-10,25.98919,Oct 1976
IRL,1976-11,26.22816,Nov 1976
IRL,1976-12,26.52689,Dec 1976
IRL,1977-01,27.36333,Jan 1977
IRL,1977-02,27.721800000000002,Feb 1977
IRL,1977-03,28.08027,Mar 1977
IRL,1977-04,28.37899,Apr 1977
IRL,1977-05,28.85696,May 1977
IRL,1977-06,29.09594,Jun 1977
IRL,1977-07,29.27518,Jul 1977
IRL,1977-08,29.39466,Aug 1977
IRL,1977-09,29.4544,Sep 1977
IRL,1977-10,29.51415,Oct 1977
IRL,1977-11,29.5739,Nov 1977
IRL,1977-12,29.69339,Dec 1977
IRL,1978-01,30.17135,Jan 1978
IRL,1978-02,30.35059,Feb 1978
IRL,1978-03,30.58957,Mar 1978
IRL,1978-04,30.94804,Apr 1978
IRL,1978-05,31.24676,May 1978
IRL,1978-06,31.48575,Jun 1978
IRL,1978-07,31.78447,Jul 1978
IRL,1978-08,31.96371,Aug 1978
IRL,1978-09,32.14294,Sep 1978
IRL,1978-10,32.14294,Oct 1978
IRL,1978-11,32.38192,Nov 1978
IRL,1978-12,32.56116,Dec 1978
IRL,1979-01,33.15861,Jan 1979
IRL,1979-02,34.05479,Feb 1979
IRL,1979-03,34.47301,Mar 1979
IRL,1979-04,34.65225,Apr 1979
IRL,1979-05,35.13021,May 1979
IRL,1979-06,35.48867,Jun 1979
IRL,1979-07,35.54842,Jul 1979
IRL,1979-08,35.66792,Aug 1979
IRL,1979-09,35.84715,Sep 1979
IRL,1979-10,36.08613,Oct 1979
IRL,1979-11,36.08613,Nov 1979
IRL,1979-12,36.32511,Dec 1979
IRL,1980-01,37.1018,Jan 1980
IRL,1980-02,37.46027,Feb 1980
IRL,1980-03,38.47594,Mar 1980
IRL,1980-04,38.77467,Apr 1980
IRL,1980-05,38.77467,May 1980
IRL,1980-06,38.83441,Jun 1980
IRL,1980-07,39.13314,Jul 1980
IRL,1980-08,39.49161,Aug 1980
IRL,1980-09,39.6111,Sep 1980
IRL,1980-10,39.96957,Oct 1980
IRL,1980-11,40.2683,Nov 1980
IRL,1980-12,40.68652,Dec 1980
IRL,1981-01,41.5827,Jan 1981
IRL,1981-02,42.7776,Feb 1981
IRL,1981-03,43.49454,Mar 1981
IRL,1981-04,44.51021,Apr 1981
IRL,1981-05,44.98817,May 1981
IRL,1981-06,45.2869,Jun 1981
IRL,1981-07,45.76487,Jul 1981
IRL,1981-08,46.36231,Aug 1981
IRL,1981-09,46.66104,Sep 1981
IRL,1981-10,46.90002,Oct 1981
IRL,1981-11,47.2585,Nov 1981
IRL,1981-12,47.67671,Dec 1981
IRL,1982-01,48.51315,Jan 1982
IRL,1982-02,48.81187,Feb 1982
IRL,1982-03,49.28983,Mar 1982
IRL,1982-04,50.06652,Apr 1982
IRL,1982-05,50.06652,May 1982
IRL,1982-06,50.72371,Jun 1982
IRL,1982-07,50.9627,Jul 1982
IRL,1982-08,51.50041,Aug 1982
IRL,1982-09,51.67964,Sep 1982
IRL,1982-10,51.79913,Oct 1982
IRL,1982-11,51.91862,Nov 1982
IRL,1982-12,52.09785,Dec 1982
IRL,1983-01,52.69531,Jan 1983
