location,time,ppi_tot_int_stage,date
JPN,1960-01,46.11425,Jan 1960
JPN,1960-02,46.01798,Feb 1960
JPN,1960-03,46.01798,Mar 1960
JPN,1960-04,45.92171,Apr 1960
JPN,1960-05,45.53662,May 1960
JPN,1960-06,45.24781,Jun 1960
JPN,1960-07,45.05526,Jul 1960
JPN,1960-08,44.95899,Aug 1960
JPN,1960-09,45.24781,Sep 1960
JPN,1960-10,44.95899,Oct 1960
JPN,1960-11,44.86272,Nov 1960
JPN,1960-12,44.76645,Dec 1960
JPN,1961-01,44.86272,Jan 1961
JPN,1961-02,44.95899,Feb 1961
JPN,1961-03,45.34408,Mar 1961
JPN,1961-04,45.92171,Apr 1961
JPN,1961-05,45.92171,May 1961
JPN,1961-06,45.82544,Jun 1961
JPN,1961-07,45.82544,Jul 1961
JPN,1961-08,46.3068,Aug 1961
JPN,1961-09,46.3068,Sep 1961
JPN,1961-10,45.92171,Oct 1961
JPN,1961-11,45.34408,Nov 1961
JPN,1961-12,44.95899,Dec 1961
JPN,1962-01,44.95899,Jan 1962
JPN,1962-02,44.95899,Feb 1962
JPN,1962-03,44.86272,Mar 1962
JPN,1962-04,44.76645,Apr 1962
JPN,1962-05,44.47763,May 1962
JPN,1962-06,44.18882,Jun 1962
JPN,1962-07,43.99627,Jul 1962
JPN,1962-08,43.9,Aug 1962
JPN,1962-09,43.9,Sep 1962
JPN,1962-10,43.80373,Oct 1962
JPN,1962-11,43.80373,Nov 1962
JPN,1962-12,43.80373,Dec 1962
JPN,1963-01,44.18882,Jan 1963
JPN,1963-02,44.28509,Feb 1963
JPN,1963-03,44.47763,Mar 1963
JPN,1963-04,44.47763,Apr 1963
JPN,1963-05,44.47763,May 1963
JPN,1963-06,44.76645,Jun 1963
JPN,1963-07,44.47763,Jul 1963
JPN,1963-08,44.47763,Aug 1963
JPN,1963-09,44.47763,Sep 1963
JPN,1963-10,44.76645,Oct 1963
JPN,1963-11,44.86272,Nov 1963
JPN,1963-12,44.76645,Dec 1963
JPN,1964-01,44.76645,Jan 1964
JPN,1964-02,44.76645,Feb 1964
JPN,1964-03,44.67017,Mar 1964
JPN,1964-04,44.47763,Apr 1964
JPN,1964-05,44.47763,May 1964
JPN,1964-06,44.28509,Jun 1964
JPN,1964-07,44.47763,Jul 1964
JPN,1964-08,44.47763,Aug 1964
JPN,1964-09,44.47763,Sep 1964
JPN,1964-10,44.67017,Oct 1964
JPN,1964-11,44.67017,Nov 1964
JPN,1964-12,44.47763,Dec 1964
JPN,1965-01,44.86272,Jan 1965
JPN,1965-02,44.76645,Feb 1965
JPN,1965-03,44.67017,Mar 1965
JPN,1965-04,44.67017,Apr 1965
JPN,1965-05,44.47763,May 1965
JPN,1965-06,44.28509,Jun 1965
JPN,1965-07,43.99627,Jul 1965
JPN,1965-08,43.99627,Aug 1965
JPN,1965-09,44.18882,Sep 1965
JPN,1965-10,44.18882,Oct 1965
JPN,1965-11,44.18882,Nov 1965
JPN,1965-12,44.38136,Dec 1965
JPN,1966-01,44.76645,Jan 1966
JPN,1966-02,44.95899,Feb 1966
JPN,1966-03,45.05526,Mar 1966
JPN,1966-04,45.24781,Apr 1966
JPN,1966-05,45.53662,May 1966
JPN,1966-06,45.92171,Jun 1966
JPN,1966-07,46.01798,Jul 1966
JPN,1966-08,46.11425,Aug 1966
JPN,1966-09,45.92171,Sep 1966
JPN,1966-10,46.01798,Oct 1966
JPN,1966-11,46.3068,Nov 1966
JPN,1966-12,46.3068,Dec 1966
JPN,1967-01,46.69189,Jan 1967
JPN,1967-02,46.59562,Feb 1967
JPN,1967-03,46.40307,Mar 1967
JPN,1967-04,46.11425,Apr 1967
JPN,1967-05,46.11425,May 1967
JPN,1967-06,46.3068,Jun 1967
JPN,1967-07,46.3068,Jul 1967
JPN,1967-08,46.3068,Aug 1967
JPN,1967-09,46.3068,Sep 1967
JPN,1967-10,46.40307,Oct 1967
JPN,1967-11,46.49934,Nov 1967
JPN,1967-12,46.49934,Dec 1967
JPN,1968-01,46.40307,Jan 1968
JPN,1968-02,46.40307,Feb 1968
JPN,1968-03,46.40307,Mar 1968
JPN,1968-04,46.01798,Apr 1968
JPN,1968-05,45.53662,May 1968
JPN,1968-06,45.82544,Jun 1968
JPN,1968-07,45.53662,Jul 1968
JPN,1968-08,45.53662,Aug 1968
JPN,1968-09,45.82544,Sep 1968
JPN,1968-10,45.92171,Oct 1968
JPN,1968-11,45.92171,Nov 1968
JPN,1968-12,45.92171,Dec 1968
JPN,1969-01,46.01798,Jan 1969
JPN,1969-02,45.92171,Feb 1969
JPN,1969-03,46.01798,Mar 1969
JPN,1969-04,46.3068,Apr 1969
JPN,1969-05,46.49934,May 1969
JPN,1969-06,46.59562,Jun 1969
JPN,1969-07,46.59562,Jul 1969
JPN,1969-08,46.88443,Aug 1969
JPN,1969-09,47.26952,Sep 1969
JPN,1969-10,47.65461,Oct 1969
JPN,1969-11,47.75088,Nov 1969
JPN,1969-12,48.13596,Dec 1969
JPN,1970-01,48.61732,Jan 1970
JPN,1970-02,49.00241,Feb 1970
JPN,1970-03,49.19496,Mar 1970
JPN,1970-04,49.58004,Apr 1970
JPN,1970-05,49.48377,May 1970
JPN,1970-06,49.19496,Jun 1970
JPN,1970-07,49.09868,Jul 1970
JPN,1970-08,49.00241,Aug 1970
JPN,1970-09,48.7136,Sep 1970
JPN,1970-10,48.52105,Oct 1970
JPN,1970-11,48.32851,Nov 1970
JPN,1970-12,47.94342,Dec 1970
JPN,1971-01,47.84715,Jan 1971
JPN,1971-02,47.84715,Feb 1971
JPN,1971-03,47.75088,Mar 1971
JPN,1971-04,47.84715,Apr 1971
JPN,1971-05,47.84715,May 1971
JPN,1971-06,47.75088,Jun 1971
JPN,1971-07,47.75088,Jul 1971
JPN,1971-08,47.84715,Aug 1971
JPN,1971-09,47.65461,Sep 1971
JPN,1971-10,47.17324,Oct 1971
JPN,1971-11,47.07697,Nov 1971
JPN,1971-12,47.07697,Dec 1971
JPN,1972-01,47.17324,Jan 1972
JPN,1972-02,47.26952,Feb 1972
JPN,1972-03,47.26952,Mar 1972
JPN,1972-04,47.65461,Apr 1972
JPN,1972-05,47.65461,May 1972
JPN,1972-06,47.75088,Jun 1972
JPN,1972-07,47.84715,Jul 1972
JPN,1972-08,47.94342,Aug 1972
JPN,1972-09,48.42478,Sep 1972
JPN,1972-10,48.80987,Oct 1972
JPN,1972-11,50.15768,Nov 1972
JPN,1972-12,51.21667,Dec 1972
JPN,1973-01,52.37193,Jan 1973
JPN,1973-02,53.33465,Feb 1973
JPN,1973-03,54.39364,Mar 1973
JPN,1973-04,54.77873,Apr 1973
JPN,1973-05,55.26009,May 1973
JPN,1973-06,55.83772,Jun 1973
JPN,1973-07,57.18553,Jul 1973
JPN,1973-08,58.72588,Aug 1973
JPN,1973-09,60.45877,Sep 1973
JPN,1973-10,61.51777,Oct 1973
JPN,1973-11,63.63575,Nov 1973
JPN,1973-12,70.27851,Dec 1973
JPN,1974-01,73.84057,Jan 1974
JPN,1974-02,74.61075,Feb 1974
JPN,1974-03,75.0921,Mar 1974
JPN,1974-04,75.57346,Apr 1974
JPN,1974-05,75.57346,May 1974
JPN,1974-06,77.21009,Jun 1974
JPN,1974-07,77.59518,Jul 1974
JPN,1974-08,77.78772,Aug 1974
JPN,1974-09,77.59518,Sep 1974
JPN,1974-10,77.88399,Oct 1974
JPN,1974-11,78.07654,Nov 1974
JPN,1974-12,77.98026,Dec 1974
JPN,1975-01,78.17281,Jan 1975
JPN,1975-02,77.88399,Feb 1975
JPN,1975-03,77.69144,Mar 1975
JPN,1975-04,77.59518,Apr 1975
JPN,1975-05,77.59518,May 1975
JPN,1975-06,77.40263,Jun 1975
JPN,1975-07,77.40263,Jul 1975
JPN,1975-08,77.78772,Aug 1975
JPN,1975-09,77.98026,Sep 1975
JPN,1975-10,78.55789,Oct 1975
JPN,1975-11,78.55789,Nov 1975
JPN,1975-12,78.84671,Dec 1975
JPN,1976-01,79.52061,Jan 1976
JPN,1976-02,80.00198,Feb 1976
JPN,1976-03,80.86842,Mar 1976
JPN,1976-04,81.6386,Apr 1976
JPN,1976-05,81.83114,May 1976
JPN,1976-06,82.50504,Jun 1976
JPN,1976-07,83.56403,Jul 1976
JPN,1976-08,84.52676,Aug 1976
JPN,1976-09,85.3932,Sep 1976
JPN,1976-10,85.58575,Oct 1976
JPN,1976-11,85.68201,Nov 1976
JPN,1976-12,85.77829,Dec 1976
JPN,1977-01,85.68201,Jan 1977
JPN,1977-02,85.77829,Feb 1977
JPN,1977-03,85.97083,Mar 1977
JPN,1977-04,86.16338,Apr 1977
JPN,1977-05,86.16338,May 1977
JPN,1977-06,85.77829,Jun 1977
JPN,1977-07,85.48947,Jul 1977
JPN,1977-08,85.58575,Aug 1977
JPN,1977-09,85.3932,Sep 1977
JPN,1977-10,85.58575,Oct 1977
JPN,1977-11,85.00812,Nov 1977
JPN,1977-12,84.43048,Dec 1977
JPN,1978-01,84.43048,Jan 1978
JPN,1978-02,84.43048,Feb 1978
JPN,1978-03,84.43048,Mar 1978
JPN,1978-04,84.43048,Apr 1978
JPN,1978-05,84.23794,May 1978
JPN,1978-06,84.14167,Jun 1978
JPN,1978-07,83.46777,Jul 1978
JPN,1978-08,82.9864,Aug 1978
JPN,1978-09,82.60132,Sep 1978
JPN,1978-10,81.83114,Oct 1978
JPN,1978-11,81.73487,Nov 1978
JPN,1978-12,82.02368,Dec 1978
JPN,1979-01,82.69759,Jan 1979
JPN,1979-02,83.56403,Feb 1979
JPN,1979-03,84.43048,Mar 1979
JPN,1979-04,86.25965,Apr 1979
JPN,1979-05,87.51118,May 1979
JPN,1979-06,88.85899,Jun 1979
JPN,1979-07,91.5546,Jul 1979
JPN,1979-08,93.38377,Aug 1979
JPN,1979-09,94.92413,Sep 1979
JPN,1979-10,96.07938,Oct 1979
JPN,1979-11,96.56075,Nov 1979
JPN,1979-12,98.87127,Dec 1979
JPN,1980-01,102.7222,Jan 1980
JPN,1980-02,105.4178,Feb 1980
JPN,1980-03,107.8246,Mar 1980
JPN,1980-04,112.6382,Apr 1980
JPN,1980-05,113.1195,May 1980
JPN,1980-06,113.3121,Jun 1980
JPN,1980-07,113.7934,Jul 1980
JPN,1980-08,114.6599,Aug 1980
JPN,1980-09,114.5636,Sep 1980
JPN,1980-10,113.1195,Oct 1980
JPN,1980-11,113.0232,Nov 1980
JPN,1980-12,112.4456,Dec 1980
JPN,1981-01,111.868,Jan 1981
JPN,1981-02,110.9053,Feb 1981
JPN,1981-03,110.5202,Mar 1981
JPN,1981-04,110.9053,Apr 1981
JPN,1981-05,111.4829,May 1981
JPN,1981-06,111.6754,Jun 1981
JPN,1981-07,111.9643,Jul 1981
JPN,1981-08,112.4456,Aug 1981
JPN,1981-09,112.6382,Sep 1981
JPN,1981-10,112.2531,Oct 1981
JPN,1981-11,112.1568,Nov 1981
JPN,1981-12,112.0605,Dec 1981
JPN,1982-01,111.9643,Jan 1982
JPN,1982-02,112.0605,Feb 1982
JPN,1982-03,111.9643,Mar 1982
JPN,1982-04,112.0605,Apr 1982
JPN,1982-05,111.7717,May 1982
JPN,1982-06,111.5792,Jun 1982
JPN,1982-07,112.0605,Jul 1982
JPN,1982-08,112.5419,Aug 1982
JPN,1982-09,113.0232,Sep 1982
JPN,1982-10,112.5419,Oct 1982
JPN,1982-11,112.6382,Nov 1982
JPN,1982-12,112.2531,Dec 1982
JPN,1983-01,111.868,Jan 1983
JPN,1983-02,111.868,Feb 1983
JPN,1983-03,111.5792,Mar 1983
JPN,1983-04,110.4239,Apr 1983
JPN,1983-05,110.4239,May 1983
JPN,1983-06,110.5202,Jun 1983
JPN,1983-07,111.0015,Jul 1983
JPN,1983-08,110.1351,Aug 1983
JPN,1983-09,110.3276,Sep 1983
JPN,1983-10,109.75,Oct 1983
JPN,1983-11,109.9425,Nov 1983
JPN,1983-12,110.0388,Dec 1983
JPN,1984-01,110.1351,Jan 1984
JPN,1984-02,110.1351,Feb 1984
JPN,1984-03,110.1351,Mar 1984
JPN,1984-04,110.1351,Apr 1984
JPN,1984-05,110.1351,May 1984
JPN,1984-06,110.0388,Jun 1984
JPN,1984-07,110.4239,Jul 1984
JPN,1984-08,110.4239,Aug 1984
JPN,1984-09,110.4239,Sep 1984
JPN,1984-10,110.0388,Oct 1984
JPN,1984-11,110.0388,Nov 1984
JPN,1984-12,109.75,Dec 1984
JPN,1985-01,110.7127,Jan 1985
JPN,1985-02,110.6164,Feb 1985
JPN,1985-03,110.2314,Mar 1985
JPN,1985-04,109.9425,Apr 1985
JPN,1985-05,109.2686,May 1985
JPN,1985-06,108.4985,Jun 1985
JPN,1985-07,108.4985,Jul 1985
JPN,1985-08,108.2096,Aug 1985
JPN,1985-09,107.8246,Sep 1985
JPN,1985-10,106.3805,Oct 1985
JPN,1985-11,105.7066,Nov 1985
JPN,1985-12,105.514,Dec 1985
JPN,1986-01,105.2252,Jan 1986
JPN,1986-02,104.07,Feb 1986
JPN,1986-03,103.2998,Mar 1986
JPN,1986-04,101.8557,Apr 1986
JPN,1986-05,101.0855,May 1986
JPN,1986-06,99.83399,Jun 1986
JPN,1986-07,99.06381,Jul 1986
JPN,1986-08,98.38992,Aug 1986
JPN,1986-09,97.42719,Sep 1986
JPN,1986-10,95.88684,Oct 1986
JPN,1986-11,95.6943,Nov 1986
JPN,1986-12,95.50175,Dec 1986
JPN,1987-01,94.82785,Jan 1987
JPN,1987-02,94.73158,Feb 1987
JPN,1987-03,94.92413,Mar 1987
JPN,1987-04,94.73158,Apr 1987
JPN,1987-05,94.63531,May 1987
JPN,1987-06,94.92413,Jun 1987
JPN,1987-07,95.88684,Jul 1987
JPN,1987-08,96.3682,Aug 1987
JPN,1987-09,96.84956,Sep 1987
JPN,1987-10,96.65702,Oct 1987
JPN,1987-11,96.65702,Nov 1987
JPN,1987-12,96.3682,Dec 1987
JPN,1988-01,95.50175,Jan 1988
JPN,1988-02,95.30921,Feb 1988
JPN,1988-03,95.30921,Mar 1988
JPN,1988-04,95.21294,Apr 1988
JPN,1988-05,95.30921,May 1988
JPN,1988-06,95.50175,Jun 1988
JPN,1988-07,95.98312,Jul 1988
JPN,1988-08,96.07938,Aug 1988
JPN,1988-09,96.17566,Sep 1988
JPN,1988-10,95.79057,Oct 1988
JPN,1988-11,95.6943,Nov 1988
JPN,1988-12,95.6943,Dec 1988
JPN,1989-01,95.79057,Jan 1989
JPN,1989-02,95.79057,Feb 1989
JPN,1989-03,95.98312,Mar 1989
JPN,1989-04,96.27193,Apr 1989
JPN,1989-05,96.75329,May 1989
JPN,1989-06,97.13837,Jun 1989
JPN,1989-07,97.52347,Jul 1989
JPN,1989-08,97.61974,Aug 1989
JPN,1989-09,97.81228,Sep 1989
JPN,1989-10,97.23465,Oct 1989
JPN,1989-11,97.04211,Nov 1989
JPN,1989-12,96.84956,Dec 1989
JPN,1990-01,97.42719,Jan 1990
JPN,1990-02,97.42719,Feb 1990
JPN,1990-03,97.61974,Mar 1990
JPN,1990-04,97.81228,Apr 1990
JPN,1990-05,97.71601,May 1990
JPN,1990-06,97.61974,Jun 1990
JPN,1990-07,97.81228,Jul 1990
JPN,1990-08,98.1011,Aug 1990
JPN,1990-09,98.67873,Sep 1990
JPN,1990-10,98.775,Oct 1990
JPN,1990-11,99.16009,Nov 1990
JPN,1990-12,99.44891,Dec 1990
JPN,1991-01,99.64145,Jan 1991
JPN,1991-02,99.44891,Feb 1991
JPN,1991-03,99.54517,Mar 1991
JPN,1991-04,99.16009,Apr 1991
JPN,1991-05,99.06381,May 1991
JPN,1991-06,98.87127,Jun 1991
JPN,1991-07,98.775,Jul 1991
JPN,1991-08,98.58246,Aug 1991
JPN,1991-09,98.29364,Sep 1991
JPN,1991-10,97.71601,Oct 1991
JPN,1991-11,97.61974,Nov 1991
JPN,1991-12,97.42719,Dec 1991
JPN,1992-01,96.84956,Jan 1992
JPN,1992-02,96.84956,Feb 1992
JPN,1992-03,96.84956,Mar 1992
JPN,1992-04,96.56075,Apr 1992
JPN,1992-05,96.3682,May 1992
JPN,1992-06,96.27193,Jun 1992
JPN,1992-07,96.56075,Jul 1992
JPN,1992-08,96.3682,Aug 1992
JPN,1992-09,96.17566,Sep 1992
JPN,1992-10,95.50175,Oct 1992
JPN,1992-11,95.40548,Nov 1992
JPN,1992-12,95.40548,Dec 1992
JPN,1993-01,95.40548,Jan 1993
JPN,1993-02,95.21294,Feb 1993
JPN,1993-03,94.82785,Mar 1993
JPN,1993-04,94.44276,Apr 1993
JPN,1993-05,94.15395,May 1993
JPN,1993-06,93.86514,Jun 1993
JPN,1993-07,93.86514,Jul 1993
JPN,1993-08,93.38377,Aug 1993
JPN,1993-09,92.99869,Sep 1993
JPN,1993-10,92.13224,Oct 1993
JPN,1993-11,91.93969,Nov 1993
JPN,1993-12,91.84342,Dec 1993
JPN,1994-01,91.84342,Jan 1994
JPN,1994-02,91.74715,Feb 1994
JPN,1994-03,91.45834,Mar 1994
JPN,1994-04,91.26579,Apr 1994
JPN,1994-05,91.36206,May 1994
JPN,1994-06,91.36206,Jun 1994
JPN,1994-07,91.5546,Jul 1994
JPN,1994-08,91.65088,Aug 1994
JPN,1994-09,91.74715,Sep 1994
JPN,1994-10,91.45834,Oct 1994
JPN,1994-11,91.74715,Nov 1994
JPN,1994-12,91.84342,Dec 1994
JPN,1995-01,92.22851,Jan 1995
JPN,1995-02,92.22851,Feb 1995
JPN,1995-03,91.93969,Mar 1995
JPN,1995-04,91.74715,Apr 1995
JPN,1995-05,91.5546,May 1995
JPN,1995-06,91.36206,Jun 1995
JPN,1995-07,91.5546,Jul 1995
JPN,1995-08,91.65088,Aug 1995
JPN,1995-09,91.84342,Sep 1995
JPN,1995-10,91.45834,Oct 1995
JPN,1995-11,91.45834,Nov 1995
JPN,1995-12,91.36206,Dec 1995
JPN,1996-01,91.26579,Jan 1996
JPN,1996-02,91.07324,Feb 1996
JPN,1996-03,90.97697,Mar 1996
JPN,1996-04,90.97697,Apr 1996
JPN,1996-05,90.59189,May 1996
JPN,1996-06,90.30307,Jun 1996
JPN,1996-07,90.68816,Jul 1996
JPN,1996-08,90.59189,Aug 1996
JPN,1996-09,90.49561,Sep 1996
JPN,1996-10,90.30307,Oct 1996
JPN,1996-11,90.59189,Nov 1996
JPN,1996-12,90.97697,Dec 1996
JPN,1997-01,91.26579,Jan 1997
JPN,1997-02,91.65088,Feb 1997
JPN,1997-03,91.84342,Mar 1997
JPN,1997-04,91.84342,Apr 1997
JPN,1997-05,91.65088,May 1997
JPN,1997-06,91.36206,Jun 1997
JPN,1997-07,91.5546,Jul 1997
JPN,1997-08,91.5546,Aug 1997
JPN,1997-09,91.45834,Sep 1997
JPN,1997-10,90.8807,Oct 1997
JPN,1997-11,90.68816,Nov 1997
JPN,1997-12,90.8807,Dec 1997
JPN,1998-01,90.59189,Jan 1998
JPN,1998-02,90.01425,Feb 1998
JPN,1998-03,89.5329,Mar 1998
JPN,1998-04,89.34035,Apr 1998
JPN,1998-05,89.1478,May 1998
JPN,1998-06,89.1478,Jun 1998
JPN,1998-07,89.34035,Jul 1998
JPN,1998-08,89.24408,Aug 1998
JPN,1998-09,88.85899,Sep 1998
JPN,1998-10,87.60745,Oct 1998
JPN,1998-11,87.31864,Nov 1998
JPN,1998-12,87.22237,Dec 1998
JPN,1999-01,86.54846,Jan 1999
JPN,1999-02,86.45219,Feb 1999
JPN,1999-03,86.25965,Mar 1999
JPN,1999-04,86.25965,Apr 1999
JPN,1999-05,86.35592,May 1999
JPN,1999-06,86.35592,Jun 1999
JPN,1999-07,87.02982,Jul 1999
JPN,1999-08,86.93356,Aug 1999
JPN,1999-09,86.93356,Sep 1999
JPN,1999-10,86.93356,Oct 1999
JPN,1999-11,86.93356,Nov 1999
JPN,1999-12,86.93356,Dec 1999
JPN,2000-01,87.8,Jan 2000
JPN,2000-02,88.1,Feb 2000
JPN,2000-03,87.8,Mar 2000
JPN,2000-04,87.6,Apr 2000
JPN,2000-05,87.5,May 2000
JPN,2000-06,87.3,Jun 2000
JPN,2000-07,88,Jul 2000
JPN,2000-08,88.1,Aug 2000
JPN,2000-09,87.9,Sep 2000
JPN,2000-10,87.4,Oct 2000
JPN,2000-11,87.4,Nov 2000
JPN,2000-12,87.6,Dec 2000
JPN,2001-01,87.6,Jan 2001
JPN,2001-02,87.3,Feb 2001
JPN,2001-03,87.4,Mar 2001
JPN,2001-04,87.2,Apr 2001
JPN,2001-05,86.9,May 2001
JPN,2001-06,86.6,Jun 2001
JPN,2001-07,86.7,Jul 2001
JPN,2001-08,86.3,Aug 2001
JPN,2001-09,85.8,Sep 2001
JPN,2001-10,85.1,Oct 2001
JPN,2001-11,84.8,Nov 2001
JPN,2001-12,85,Dec 2001
JPN,2002-01,85,Jan 2002
JPN,2002-02,85.1,Feb 2002
JPN,2002-03,85,Mar 2002
JPN,2002-04,85.1,Apr 2002
JPN,2002-05,84.9,May 2002
JPN,2002-06,84.7,Jun 2002
JPN,2002-07,84.5,Jul 2002
JPN,2002-08,84.4,Aug 2002
JPN,2002-09,84.5,Sep 2002
JPN,2002-10,84.4,Oct 2002
JPN,2002-11,84.4,Nov 2002
JPN,2002-12,84.4,Dec 2002
JPN,2003-01,84.6,Jan 2003
JPN,2003-02,84.9,Feb 2003
JPN,2003-03,85.2,Mar 2003
JPN,2003-04,85,Apr 2003
JPN,2003-05,84.6,May 2003
JPN,2003-06,84.5,Jun 2003
JPN,2003-07,84.8,Jul 2003
JPN,2003-08,84.9,Aug 2003
JPN,2003-09,84.7,Sep 2003
JPN,2003-10,84.1,Oct 2003
JPN,2003-11,84.2,Nov 2003
JPN,2003-12,84.3,Dec 2003
JPN,2004-01,84.7,Jan 2004
JPN,2004-02,85.2,Feb 2004
JPN,2004-03,85.9,Mar 2004
JPN,2004-04,86.3,Apr 2004
JPN,2004-05,86.7,May 2004
JPN,2004-06,86.9,Jun 2004
JPN,2004-07,87.7,Jul 2004
JPN,2004-08,88,Aug 2004
JPN,2004-09,88.2,Sep 2004
JPN,2004-10,88.6,Oct 2004
JPN,2004-11,88.6,Nov 2004
JPN,2004-12,88.5,Dec 2004
JPN,2005-01,88.5,Jan 2005
JPN,2005-02,88.7,Feb 2005
JPN,2005-03,89,Mar 2005
JPN,2005-04,90,Apr 2005
JPN,2005-05,89.8,May 2005
JPN,2005-06,89.9,Jun 2005
JPN,2005-07,90.9,Jul 2005
JPN,2005-08,91.1,Aug 2005
JPN,2005-09,91.3,Sep 2005
JPN,2005-10,92,Oct 2005
JPN,2005-11,92.5,Nov 2005
JPN,2005-12,92.8,Dec 2005
JPN,2006-01,93.1,Jan 2006
JPN,2006-02,93.6,Feb 2006
JPN,2006-03,93.8,Mar 2006
JPN,2006-04,94.5,Apr 2006
JPN,2006-05,94.9,May 2006
JPN,2006-06,95.2,Jun 2006
JPN,2006-07,96.4,Jul 2006
JPN,2006-08,96.9,Aug 2006
JPN,2006-09,97.2,Sep 2006
JPN,2006-10,96.9,Oct 2006
JPN,2006-11,96.6,Nov 2006
JPN,2006-12,96.8,Dec 2006
JPN,2007-01,97.2,Jan 2007
JPN,2007-02,97.3,Feb 2007
JPN,2007-03,97.3,Mar 2007
JPN,2007-04,98.7,Apr 2007
JPN,2007-05,99.5,May 2007
JPN,2007-06,99.7,Jun 2007
JPN,2007-07,100.4,Jul 2007
JPN,2007-08,99.9,Aug 2007
JPN,2007-09,99.6,Sep 2007
JPN,2007-10,100.4,Oct 2007
JPN,2007-11,100.4,Nov 2007
JPN,2007-12,100.9,Dec 2007
JPN,2008-01,101.2,Jan 2008
JPN,2008-02,101.8,Feb 2008
JPN,2008-03,101.9,Mar 2008
JPN,2008-04,103.8,Apr 2008
JPN,2008-05,105.2,May 2008
JPN,2008-06,107,Jun 2008
JPN,2008-07,110.1,Jul 2008
JPN,2008-08,110.5,Aug 2008
JPN,2008-09,109.2,Sep 2008
JPN,2008-10,105.4,Oct 2008
JPN,2008-11,102,Nov 2008
JPN,2008-12,99.5,Dec 2008
JPN,2009-01,97.2,Jan 2009
JPN,2009-02,96.8,Feb 2009
JPN,2009-03,97,Mar 2009
JPN,2009-04,96.1,Apr 2009
JPN,2009-05,95.1,May 2009
JPN,2009-06,94.9,Jun 2009
JPN,2009-07,95.3,Jul 2009
JPN,2009-08,95.7,Aug 2009
JPN,2009-09,95.3,Sep 2009
JPN,2009-10,94.4,Oct 2009
JPN,2009-11,94.5,Nov 2009
JPN,2009-12,94.9,Dec 2009
JPN,2010-01,96,Jan 2010
JPN,2010-02,96,Feb 2010
