location,time,ppi_tot_con,date
NOR,2007-01,72.7,Jan 2007
NOR,2007-02,73.3,Feb 2007
NOR,2007-03,73.7,Mar 2007
NOR,2007-04,73.8,Apr 2007
NOR,2007-05,73.8,May 2007
NOR,2007-06,74,Jun 2007
NOR,2007-07,74.2,Jul 2007
NOR,2007-08,74.6,Aug 2007
NOR,2007-09,74.5,Sep 2007
NOR,2007-10,74.2,Oct 2007
NOR,2007-11,74.3,Nov 2007
NOR,2007-12,74.4,Dec 2007
NOR,2008-01,74.4,Jan 2008
NOR,2008-02,75.7,Feb 2008
NOR,2008-03,75.8,Mar 2008
NOR,2008-04,75.8,Apr 2008
NOR,2008-05,76,May 2008
NOR,2008-06,75.7,Jun 2008
NOR,2008-07,76.6,Jul 2008
NOR,2008-08,77,Aug 2008
NOR,2008-09,77.5,Sep 2008
NOR,2008-10,78.1,Oct 2008
NOR,2008-11,79.2,Nov 2008
NOR,2008-12,79.2,Dec 2008
NOR,2009-01,79.1,Jan 2009
NOR,2009-02,79.7,Feb 2009
NOR,2009-03,79.7,Mar 2009
NOR,2009-04,80.1,Apr 2009
NOR,2009-05,80.1,May 2009
NOR,2009-06,80.3,Jun 2009
NOR,2009-07,80.9,Jul 2009
NOR,2009-08,80.8,Aug 2009
NOR,2009-09,80.7,Sep 2009
NOR,2009-10,80.2,Oct 2009
NOR,2009-11,80.2,Nov 2009
NOR,2009-12,80.5,Dec 2009
NOR,2010-01,80.7,Jan 2010
NOR,2010-02,81,Feb 2010
NOR,2010-03,81.6,Mar 2010
NOR,2010-04,81.6,Apr 2010
NOR,2010-05,82.4,May 2010
NOR,2010-06,82.4,Jun 2010
NOR,2010-07,82.6,Jul 2010
NOR,2010-08,82.5,Aug 2010
NOR,2010-09,82.3,Sep 2010
NOR,2010-10,82.5,Oct 2010
NOR,2010-11,83.3,Nov 2010
NOR,2010-12,84.3,Dec 2010
NOR,2011-01,84.7,Jan 2011
NOR,2011-02,85.6,Feb 2011
NOR,2011-03,85.8,Mar 2011
NOR,2011-04,85.7,Apr 2011
NOR,2011-05,86.5,May 2011
NOR,2011-06,86.5,Jun 2011
NOR,2011-07,86.7,Jul 2011
NOR,2011-08,87,Aug 2011
NOR,2011-09,87.2,Sep 2011
NOR,2011-10,87.1,Oct 2011
NOR,2011-11,87.4,Nov 2011
NOR,2011-12,87.4,Dec 2011
NOR,2012-01,87.5,Jan 2012
NOR,2012-02,87.5,Feb 2012
NOR,2012-03,87.7,Mar 2012
NOR,2012-04,87.7,Apr 2012
NOR,2012-05,88,May 2012
NOR,2012-06,88.1,Jun 2012
NOR,2012-07,88.4,Jul 2012
NOR,2012-08,87.6,Aug 2012
NOR,2012-09,87.4,Sep 2012
NOR,2012-10,87.5,Oct 2012
NOR,2012-11,87.5,Nov 2012
NOR,2012-12,87.2,Dec 2012
NOR,2013-01,87.3,Jan 2013
NOR,2013-02,88.3,Feb 2013
NOR,2013-03,87.9,Mar 2013
NOR,2013-04,88.7,Apr 2013
NOR,2013-05,89.4,May 2013
NOR,2013-06,89.3,Jun 2013
NOR,2013-07,90.2,Jul 2013
NOR,2013-08,91.3,Aug 2013
NOR,2013-09,90.6,Sep 2013
NOR,2013-10,90.6,Oct 2013
NOR,2013-11,91.2,Nov 2013
NOR,2013-12,91.3,Dec 2013
NOR,2014-01,91.9,Jan 2014
NOR,2014-02,93,Feb 2014
NOR,2014-03,93,Mar 2014
NOR,2014-04,93,Apr 2014
NOR,2014-05,93.5,May 2014
NOR,2014-06,93.4,Jun 2014
NOR,2014-07,94.2,Jul 2014
NOR,2014-08,94.6,Aug 2014
NOR,2014-09,94.5,Sep 2014
NOR,2014-10,94.6,Oct 2014
NOR,2014-11,95.4,Nov 2014
NOR,2014-12,96.7,Dec 2014
NOR,2015-01,97.7,Jan 2015
NOR,2015-02,99.3,Feb 2015
NOR,2015-03,99.5,Mar 2015
NOR,2015-04,99.4,Apr 2015
NOR,2015-05,99.6,May 2015
NOR,2015-06,99,Jun 2015
NOR,2015-07,100.4,Jul 2015
NOR,2015-08,101,Aug 2015
NOR,2015-09,100.6,Sep 2015
NOR,2015-10,100.6,Oct 2015
NOR,2015-11,101.4,Nov 2015
NOR,2015-12,101.5,Dec 2015
NOR,2016-01,102.6,Jan 2016
NOR,2016-02,103,Feb 2016
NOR,2016-03,103.8,Mar 2016
NOR,2016-04,104.3,Apr 2016
NOR,2016-05,104.8,May 2016
NOR,2016-06,104.8,Jun 2016
NOR,2016-07,106.2,Jul 2016
NOR,2016-08,105.6,Aug 2016
NOR,2016-09,104.7,Sep 2016
NOR,2016-10,105.6,Oct 2016
NOR,2016-11,106,Nov 2016
NOR,2016-12,106.1,Dec 2016
NOR,2017-01,105.7,Jan 2017
NOR,2017-02,107.2,Feb 2017
NOR,2017-03,107.7,Mar 2017
NOR,2017-04,107.9,Apr 2017
NOR,2017-05,108.5,May 2017
NOR,2017-06,108.7,Jun 2017
NOR,2017-07,109.2,Jul 2017
NOR,2017-08,108.3,Aug 2017
NOR,2017-09,107.8,Sep 2017
NOR,2017-10,106.8,Oct 2017
NOR,2017-11,107.2,Nov 2017
NOR,2017-12,107.3,Dec 2017
NOR,2018-01,108.4,Jan 2018
NOR,2018-02,108.6,Feb 2018
NOR,2018-03,109.2,Mar 2018
NOR,2018-04,109.6,Apr 2018
NOR,2018-05,110.5,May 2018
NOR,2018-06,109.4,Jun 2018
NOR,2018-07,109.9,Jul 2018
NOR,2018-08,110.1,Aug 2018
NOR,2018-09,109.3,Sep 2018
NOR,2018-10,109.8,Oct 2018
NOR,2018-11,109.9,Nov 2018
NOR,2018-12,109.3,Dec 2018
NOR,2019-01,111.4,Jan 2019
NOR,2019-02,111.8,Feb 2019
NOR,2019-03,112.1,Mar 2019
NOR,2019-04,113.4,Apr 2019
NOR,2019-05,113.5,May 2019
NOR,2019-06,113.8,Jun 2019
NOR,2019-07,114.1,Jul 2019
NOR,2019-08,114.4,Aug 2019
NOR,2019-09,114.6,Sep 2019
NOR,2019-10,114.8,Oct 2019
NOR,2019-11,113.4,Nov 2019
NOR,2019-12,115.4,Dec 2019
NOR,2020-01,114.5,Jan 2020
NOR,2020-02,116.6,Feb 2020
NOR,2020-03,117.6,Mar 2020
NOR,2020-04,118.2,Apr 2020
NOR,2020-05,117.9,May 2020
NOR,2020-06,118.1,Jun 2020
NOR,2020-07,117.6,Jul 2020
NOR,2020-08,116.5,Aug 2020
NOR,2020-09,116.5,Sep 2020
NOR,2020-10,116.7,Oct 2020
NOR,2020-11,117,Nov 2020
NOR,2020-12,116.2,Dec 2020
NOR,2021-01,115.3,Jan 2021
NOR,2021-02,116.4,Feb 2021
NOR,2021-03,117.3,Mar 2021
NOR,2021-04,117.8,Apr 2021
NOR,2021-05,117.6,May 2021
NOR,2021-06,117.7,Jun 2021
NOR,2021-07,119.7,Jul 2021
NOR,2021-08,120.5,Aug 2021
NOR,2021-09,120.2,Sep 2021
NOR,2021-10,120.1,Oct 2021
NOR,2021-11,121.3,Nov 2021
NOR,2021-12,123.1,Dec 2021
NOR,2022-01,123.8,Jan 2022
NOR,2022-02,126.1,Feb 2022
NOR,2022-03,128.2,Mar 2022
NOR,2022-04,129,Apr 2022
NOR,2022-05,133.2,May 2022
NOR,2022-06,135.1,Jun 2022
NOR,2022-07,138.8,Jul 2022
NOR,2022-08,138.1,Aug 2022
NOR,2022-09,137.4,Sep 2022
NOR,2022-10,139.2,Oct 2022
NOR,2022-11,141.5,Nov 2022
NOR,2022-12,140.3,Dec 2022
NOR,2023-01,142.4,Jan 2023
POL,2000-01,91.5,Jan 2000
POL,2000-02,91.8,Feb 2000
POL,2000-03,92,Mar 2000
POL,2000-04,92.4,Apr 2000
POL,2000-05,92.9,May 2000
POL,2000-06,93.4,Jun 2000
POL,2000-07,94.3,Jul 2000
POL,2000-08,94.8,Aug 2000
POL,2000-09,95,Sep 2000
POL,2000-10,95.2,Oct 2000
POL,2000-11,95,Nov 2000
POL,2000-12,95.2,Dec 2000
POL,2001-01,95.5,Jan 2001
POL,2001-02,95.2,Feb 2001
POL,2001-03,95.2,Mar 2001
POL,2001-04,95.4,Apr 2001
POL,2001-05,95.3,May 2001
POL,2001-06,95.3,Jun 2001
POL,2001-07,95.5,Jul 2001
POL,2001-08,96.1,Aug 2001
POL,2001-09,96.4,Sep 2001
POL,2001-10,96.6,Oct 2001
POL,2001-11,96.5,Nov 2001
POL,2001-12,96.3,Dec 2001
POL,2002-01,96.1,Jan 2002
POL,2002-02,96,Feb 2002
POL,2002-03,96.1,Mar 2002
POL,2002-04,95.9,Apr 2002
POL,2002-05,95.6,May 2002
POL,2002-06,95.6,Jun 2002
POL,2002-07,95.7,Jul 2002
POL,2002-08,95.8,Aug 2002
POL,2002-09,96,Sep 2002
POL,2002-10,95.7,Oct 2002
POL,2002-11,95.2,Nov 2002
POL,2002-12,95.1,Dec 2002
POL,2003-01,94.9,Jan 2003
POL,2003-02,95.1,Feb 2003
POL,2003-03,95.2,Mar 2003
POL,2003-04,95.1,Apr 2003
POL,2003-05,95,May 2003
POL,2003-06,95.1,Jun 2003
POL,2003-07,95.5,Jul 2003
POL,2003-08,95.5,Aug 2003
POL,2003-09,96.4,Sep 2003
POL,2003-10,96.7,Oct 2003
POL,2003-11,96.8,Nov 2003
POL,2003-12,96.7,Dec 2003
POL,2004-01,96.6,Jan 2004
POL,2004-02,96.9,Feb 2004
POL,2004-03,97.5,Mar 2004
POL,2004-04,98.6,Apr 2004
POL,2004-05,99.6,May 2004
POL,2004-06,100.7,Jun 2004
POL,2004-07,100.7,Jul 2004
POL,2004-08,100.3,Aug 2004
POL,2004-09,100.3,Sep 2004
POL,2004-10,99.9,Oct 2004
POL,2004-11,99.7,Nov 2004
POL,2004-12,99.2,Dec 2004
POL,2005-01,98.4,Jan 2005
POL,2005-02,97.7,Feb 2005
POL,2005-03,97.6,Mar 2005
POL,2005-04,97.5,Apr 2005
POL,2005-05,97.8,May 2005
POL,2005-06,97.7,Jun 2005
POL,2005-07,97.7,Jul 2005
POL,2005-08,97.7,Aug 2005
POL,2005-09,96.8,Sep 2005
POL,2005-10,96.6,Oct 2005
POL,2005-11,96.6,Nov 2005
POL,2005-12,96.2,Dec 2005
POL,2006-01,94.9,Jan 2006
POL,2006-02,94.3,Feb 2006
POL,2006-03,94.2,Mar 2006
POL,2006-04,94.4,Apr 2006
POL,2006-05,94.5,May 2006
POL,2006-06,95.2,Jun 2006
POL,2006-07,95.4,Jul 2006
POL,2006-08,95.9,Aug 2006
POL,2006-09,95.5,Sep 2006
POL,2006-10,95.1,Oct 2006
POL,2006-11,94.9,Nov 2006
POL,2006-12,94.6,Dec 2006
POL,2007-01,94.8,Jan 2007
POL,2007-02,94.7,Feb 2007
POL,2007-03,94.8,Mar 2007
POL,2007-04,94.3,Apr 2007
POL,2007-05,94.5,May 2007
POL,2007-06,94.8,Jun 2007
POL,2007-07,95.3,Jul 2007
POL,2007-08,96.2,Aug 2007
POL,2007-09,96.3,Sep 2007
POL,2007-10,96,Oct 2007
POL,2007-11,96.1,Nov 2007
POL,2007-12,95.6,Dec 2007
POL,2008-01,95.3,Jan 2008
POL,2008-02,94.8,Feb 2008
POL,2008-03,94.8,Mar 2008
POL,2008-04,94.1,Apr 2008
POL,2008-05,94.1,May 2008
POL,2008-06,94.3,Jun 2008
POL,2008-07,93.9,Jul 2008
POL,2008-08,93.9,Aug 2008
POL,2008-09,94.4,Sep 2008
POL,2008-10,94.7,Oct 2008
POL,2008-11,95.2,Nov 2008
POL,2008-12,95.8,Dec 2008
POL,2009-01,96.6,Jan 2009
POL,2009-02,98.8,Feb 2009
POL,2009-03,98.7,Mar 2009
POL,2009-04,98.2,Apr 2009
POL,2009-05,98,May 2009
POL,2009-06,98.7,Jun 2009
POL,2009-07,97.7,Jul 2009
POL,2009-08,96.7,Aug 2009
POL,2009-09,96.4,Sep 2009
POL,2009-10,96.1,Oct 2009
POL,2009-11,95.8,Nov 2009
POL,2009-12,95.7,Dec 2009
POL,2010-01,95.3,Jan 2010
POL,2010-02,94.5,Feb 2010
POL,2010-03,94,Mar 2010
POL,2010-04,94,Apr 2010
POL,2010-05,95.2,May 2010
POL,2010-06,96.1,Jun 2010
POL,2010-07,95.9,Jul 2010
POL,2010-08,96.2,Aug 2010
POL,2010-09,96.1,Sep 2010
POL,2010-10,95.6,Oct 2010
POL,2010-11,95.8,Nov 2010
POL,2010-12,96.3,Dec 2010
POL,2011-01,96.3,Jan 2011
POL,2011-02,97.1,Feb 2011
POL,2011-03,98.7,Mar 2011
POL,2011-04,98.7,Apr 2011
POL,2011-05,98.5,May 2011
POL,2011-06,99,Jun 2011
POL,2011-07,99.3,Jul 2011
POL,2011-08,99.7,Aug 2011
POL,2011-09,100.7,Sep 2011
POL,2011-10,101.1,Oct 2011
POL,2011-11,101.7,Nov 2011
POL,2011-12,102,Dec 2011
POL,2012-01,101.7,Jan 2012
POL,2012-02,101.4,Feb 2012
POL,2012-03,101.5,Mar 2012
POL,2012-04,101.5,Apr 2012
POL,2012-05,102.2,May 2012
POL,2012-06,102.6,Jun 2012
POL,2012-07,102.2,Jul 2012
POL,2012-08,101.9,Aug 2012
POL,2012-09,102.3,Sep 2012
POL,2012-10,102.1,Oct 2012
POL,2012-11,102.2,Nov 2012
POL,2012-12,101.9,Dec 2012
POL,2013-01,101.8,Jan 2013
POL,2013-02,101.6,Feb 2013
POL,2013-03,101.4,Mar 2013
POL,2013-04,101.5,Apr 2013
POL,2013-05,102.1,May 2013
POL,2013-06,102.6,Jun 2013
POL,2013-07,103.1,Jul 2013
POL,2013-08,103.2,Aug 2013
POL,2013-09,103.4,Sep 2013
POL,2013-10,102.7,Oct 2013
POL,2013-11,102.5,Nov 2013
POL,2013-12,102.8,Dec 2013
POL,2014-01,102.6,Jan 2014
POL,2014-02,102.5,Feb 2014
POL,2014-03,102.3,Mar 2014
POL,2014-04,102.1,Apr 2014
POL,2014-05,101.8,May 2014
POL,2014-06,101.7,Jun 2014
POL,2014-07,101.7,Jul 2014
POL,2014-08,101.8,Aug 2014
POL,2014-09,101.4,Sep 2014
POL,2014-10,101,Oct 2014
POL,2014-11,100.6,Nov 2014
POL,2014-12,100.4,Dec 2014
POL,2015-01,100.5,Jan 2015
POL,2015-02,100,Feb 2015
POL,2015-03,100,Mar 2015
POL,2015-04,99.4,Apr 2015
POL,2015-05,99.3,May 2015
POL,2015-06,99.8,Jun 2015
POL,2015-07,99.9,Jul 2015
POL,2015-08,100,Aug 2015
POL,2015-09,100.1,Sep 2015
POL,2015-10,100.4,Oct 2015
POL,2015-11,100.3,Nov 2015
POL,2015-12,100.3,Dec 2015
POL,2016-01,100.6,Jan 2016
POL,2016-02,100.1,Feb 2016
POL,2016-03,99.7,Mar 2016
POL,2016-04,99.6,Apr 2016
POL,2016-05,100.4,May 2016
POL,2016-06,100.4,Jun 2016
POL,2016-07,100.9,Jul 2016
POL,2016-08,100.9,Aug 2016
POL,2016-09,101.3,Sep 2016
POL,2016-10,101.4,Oct 2016
POL,2016-11,102,Nov 2016
POL,2016-12,102.4,Dec 2016
POL,2017-01,102.2,Jan 2017
POL,2017-02,102.2,Feb 2017
POL,2017-03,102.5,Mar 2017
POL,2017-04,102.4,Apr 2017
POL,2017-05,102.6,May 2017
POL,2017-06,103.2,Jun 2017
POL,2017-07,103.4,Jul 2017
POL,2017-08,103.5,Aug 2017
POL,2017-09,103.6,Sep 2017
POL,2017-10,103.2,Oct 2017
POL,2017-11,103.1,Nov 2017
POL,2017-12,102.7,Dec 2017
POL,2018-01,102.2,Jan 2018
POL,2018-02,102.2,Feb 2018
POL,2018-03,102.6,Mar 2018
POL,2018-04,102.4,Apr 2018
POL,2018-05,103,May 2018
POL,2018-06,103.4,Jun 2018
POL,2018-07,103.4,Jul 2018
POL,2018-08,103.7,Aug 2018
POL,2018-09,104,Sep 2018
POL,2018-10,103.6,Oct 2018
POL,2018-11,103.4,Nov 2018
POL,2018-12,103.3,Dec 2018
POL,2019-01,103.2,Jan 2019
POL,2019-02,103.1,Feb 2019
POL,2019-03,103.2,Mar 2019
POL,2019-04,103.9,Apr 2019
POL,2019-05,104.3,May 2019
POL,2019-06,104.3,Jun 2019
POL,2019-07,104.5,Jul 2019
POL,2019-08,105.1,Aug 2019
POL,2019-09,105.2,Sep 2019
POL,2019-10,104.8,Oct 2019
POL,2019-11,105.1,Nov 2019
POL,2019-12,105.6,Dec 2019
POL,2020-01,105.9,Jan 2020
POL,2020-02,105.8,Feb 2020
POL,2020-03,106.9,Mar 2020
POL,2020-04,106.6,Apr 2020
POL,2020-05,105.9,May 2020
POL,2020-06,105.7,Jun 2020
POL,2020-07,105.6,Jul 2020
POL,2020-08,105.1,Aug 2020
POL,2020-09,105.4,Sep 2020
POL,2020-10,105.5,Oct 2020
POL,2020-11,105.2,Nov 2020
POL,2020-12,104.8,Dec 2020
POL,2021-01,105.7,Jan 2021
POL,2021-02,106.1,Feb 2021
POL,2021-03,107.2,Mar 2021
POL,2021-04,107.7,Apr 2021
POL,2021-05,108.1,May 2021
POL,2021-06,108.8,Jun 2021
POL,2021-07,109.4,Jul 2021
POL,2021-08,109.7,Aug 2021
POL,2021-09,110.1,Sep 2021
POL,2021-10,111,Oct 2021
POL,2021-11,112.5,Nov 2021
POL,2021-12,113.8,Dec 2021
POL,2022-01,115.1,Jan 2022
POL,2022-02,116.2,Feb 2022
POL,2022-03,120.8,Mar 2022
POL,2022-04,124.8,Apr 2022
POL,2022-05,127,May 2022
POL,2022-06,127.9,Jun 2022
POL,2022-07,129.7,Jul 2022
POL,2022-08,131.1,Aug 2022
POL,2022-09,132.3,Sep 2022
POL,2022-10,133.9,Oct 2022
POL,2022-11,134.2,Nov 2022
POL,2022-12,134.3,Dec 2022
SVK,2003-01,122.5759,Jan 2003
SVK,2003-02,122.9322,Feb 2003
SVK,2003-03,122.8135,Mar 2003
SVK,2003-04,121.5069,Apr 2003
SVK,2003-05,121.5069,May 2003
SVK,2003-06,121.7445,Jun 2003
SVK,2003-07,121.8633,Jul 2003
SVK,2003-08,122.1008,Aug 2003
SVK,2003-09,122.4571,Sep 2003
SVK,2003-10,122.4571,Oct 2003
SVK,2003-11,122.6947,Nov 2003
SVK,2003-12,122.4571,Dec 2003
SVK,2004-01,122.6947,Jan 2004
SVK,2004-02,122.2196,Feb 2004
SVK,2004-03,122.4571,Mar 2004
SVK,2004-04,122.8135,Apr 2004
SVK,2004-05,123.1698,May 2004
SVK,2004-06,123.4073,Jun 2004
SVK,2004-07,123.6449,Jul 2004
SVK,2004-08,123.8824,Aug 2004
SVK,2004-09,124.12,Sep 2004
SVK,2004-10,124.0012,Oct 2004
SVK,2004-11,123.4073,Nov 2004
SVK,2004-12,122.6947,Dec 2004
SVK,2005-01,122.1008,Jan 2005
SVK,2005-02,120.7943,Feb 2005
SVK,2005-03,120.0816,Mar 2005
SVK,2005-04,120.438,Apr 2005
SVK,2005-05,120.0816,May 2005
SVK,2005-06,119.8441,Jun 2005
SVK,2005-07,120.0816,Jul 2005
SVK,2005-08,119.6065,Aug 2005
SVK,2005-09,118.4188,Sep 2005
SVK,2005-10,118.5376,Oct 2005
SVK,2005-11,118.4188,Nov 2005
SVK,2005-12,117.8249,Dec 2005
SVK,2006-01,117.5873,Jan 2006
SVK,2006-02,117.1123,Feb 2006
SVK,2006-03,116.7559,Mar 2006
SVK,2006-04,116.8747,Apr 2006
SVK,2006-05,116.7559,May 2006
SVK,2006-06,116.9935,Jun 2006
SVK,2006-07,117.231,Jul 2006
SVK,2006-08,116.7559,Aug 2006
SVK,2006-09,116.3996,Sep 2006
SVK,2006-10,116.5184,Oct 2006
SVK,2006-11,116.3996,Nov 2006
SVK,2006-12,115.4494,Dec 2006
SVK,2007-01,115.9245,Jan 2007
SVK,2007-02,115.687,Feb 2007
SVK,2007-03,115.3306,Mar 2007
SVK,2007-04,115.9245,Apr 2007
SVK,2007-05,115.9245,May 2007
SVK,2007-06,115.8057,Jun 2007
SVK,2007-07,116.3996,Jul 2007
SVK,2007-08,116.8747,Aug 2007
SVK,2007-09,117.231,Sep 2007
SVK,2007-10,118.0624,Oct 2007
SVK,2007-11,118.7751,Nov 2007
SVK,2007-12,119.2502,Dec 2007
SVK,2008-01,118.3,Jan 2008
SVK,2008-02,117.9,Feb 2008
SVK,2008-03,116.8,Mar 2008
SVK,2008-04,115.5,Apr 2008
SVK,2008-05,113,May 2008
SVK,2008-06,112.2,Jun 2008
SVK,2008-07,110.3,Jul 2008
SVK,2008-08,109.8,Aug 2008
SVK,2008-09,109.7,Sep 2008
SVK,2008-10,109.9,Oct 2008
SVK,2008-11,109.7,Nov 2008
SVK,2008-12,108.5,Dec 2008
SVK,2009-01,108.1,Jan 2009
SVK,2009-02,107.4,Feb 2009
SVK,2009-03,107.2,Mar 2009
SVK,2009-04,106.9,Apr 2009
SVK,2009-05,106.5,May 2009
SVK,2009-06,106.2,Jun 2009
SVK,2009-07,106.1,Jul 2009
SVK,2009-08,105.6,Aug 2009
SVK,2009-09,105.7,Sep 2009
SVK,2009-10,105.5,Oct 2009
SVK,2009-11,105,Nov 2009
SVK,2009-12,105.1,Dec 2009
SVK,2010-01,104.9,Jan 2010
SVK,2010-02,104.3,Feb 2010
SVK,2010-03,104.2,Mar 2010
SVK,2010-04,104.3,Apr 2010
SVK,2010-05,104,May 2010
SVK,2010-06,103.9,Jun 2010
SVK,2010-07,104.1,Jul 2010
SVK,2010-08,104,Aug 2010
SVK,2010-09,104.2,Sep 2010
SVK,2010-10,104.4,Oct 2010
SVK,2010-11,104.5,Nov 2010
SVK,2010-12,104.4,Dec 2010
SVK,2011-01,104.7,Jan 2011
SVK,2011-02,105,Feb 2011
SVK,2011-03,105.3,Mar 2011
SVK,2011-04,104.6,Apr 2011
SVK,2011-05,103.9,May 2011
SVK,2011-06,104,Jun 2011
SVK,2011-07,103.9,Jul 2011
SVK,2011-08,103.8,Aug 2011
SVK,2011-09,103.6,Sep 2011
SVK,2011-10,103.6,Oct 2011
SVK,2011-11,104,Nov 2011
SVK,2011-12,103.9,Dec 2011
SVK,2012-01,104,Jan 2012
SVK,2012-02,104.2,Feb 2012
SVK,2012-03,103.7,Mar 2012
SVK,2012-04,103.9,Apr 2012
SVK,2012-05,104,May 2012
SVK,2012-06,102.9,Jun 2012
SVK,2012-07,102.8,Jul 2012
SVK,2012-08,104.3,Aug 2012
SVK,2012-09,103.9,Sep 2012
SVK,2012-10,104,Oct 2012
SVK,2012-11,104.3,Nov 2012
SVK,2012-12,104.7,Dec 2012
SVK,2013-01,104.6,Jan 2013
SVK,2013-02,104.8,Feb 2013
SVK,2013-03,104.9,Mar 2013
SVK,2013-04,105,Apr 2013
SVK,2013-05,104.8,May 2013
SVK,2013-06,104.7,Jun 2013
SVK,2013-07,103.9,Jul 2013
SVK,2013-08,103.2,Aug 2013
SVK,2013-09,102.7,Sep 2013
SVK,2013-10,102.7,Oct 2013
SVK,2013-11,101.9,Nov 2013
SVK,2013-12,101.4,Dec 2013
SVK,2014-01,100.4,Jan 2014
SVK,2014-02,100.9,Feb 2014
SVK,2014-03,100.6,Mar 2014
SVK,2014-04,100.7,Apr 2014
SVK,2014-05,100.8,May 2014
SVK,2014-06,99.8,Jun 2014
SVK,2014-07,98.9,Jul 2014
SVK,2014-08,98.2,Aug 2014
SVK,2014-09,98.3,Sep 2014
SVK,2014-10,98.2,Oct 2014
SVK,2014-11,98.3,Nov 2014
SVK,2014-12,98.5,Dec 2014
SVK,2015-01,98.3,Jan 2015
SVK,2015-02,99.6,Feb 2015
SVK,2015-03,99.6,Mar 2015
SVK,2015-04,99.2,Apr 2015
SVK,2015-05,100.3,May 2015
SVK,2015-06,100.3,Jun 2015
SVK,2015-07,100.3,Jul 2015
SVK,2015-08,100.4,Aug 2015
SVK,2015-09,100.7,Sep 2015
SVK,2015-10,101.2,Oct 2015
SVK,2015-11,100,Nov 2015
SVK,2015-12,100,Dec 2015
SVK,2016-01,99.8,Jan 2016
SVK,2016-02,98,Feb 2016
SVK,2016-03,97.6,Mar 2016
SVK,2016-04,97.2,Apr 2016
SVK,2016-05,97.4,May 2016
SVK,2016-06,97.3,Jun 2016
SVK,2016-07,97.2,Jul 2016
SVK,2016-08,97.2,Aug 2016
SVK,2016-09,97.3,Sep 2016
SVK,2016-10,97.3,Oct 2016
SVK,2016-11,97.5,Nov 2016
SVK,2016-12,97.7,Dec 2016
SVK,2017-01,99,Jan 2017
SVK,2017-02,98.8,Feb 2017
SVK,2017-03,100.2,Mar 2017
SVK,2017-04,100.9,Apr 2017
SVK,2017-05,99.7,May 2017
SVK,2017-06,99.6,Jun 2017
SVK,2017-07,100.2,Jul 2017
SVK,2017-08,100,Aug 2017
SVK,2017-09,100.2,Sep 2017
SVK,2017-10,97.8,Oct 2017
SVK,2017-11,97.6,Nov 2017
SVK,2017-12,96.8,Dec 2017
SVK,2018-01,96.8,Jan 2018
SVK,2018-02,96.9,Feb 2018
SVK,2018-03,96.7,Mar 2018
SVK,2018-04,96.3,Apr 2018
SVK,2018-05,96.1,May 2018
SVK,2018-06,96.9,Jun 2018
SVK,2018-07,97.5,Jul 2018
SVK,2018-08,97.5,Aug 2018
SVK,2018-09,96.8,Sep 2018
SVK,2018-10,96.7,Oct 2018
SVK,2018-11,95.5,Nov 2018
SVK,2018-12,96,Dec 2018
SVK,2019-01,97.2,Jan 2019
SVK,2019-02,96,Feb 2019
SVK,2019-03,97.5,Mar 2019
SVK,2019-04,98.5,Apr 2019
SVK,2019-05,97.5,May 2019
SVK,2019-06,97.5,Jun 2019
SVK,2019-07,98.3,Jul 2019
SVK,2019-08,97.6,Aug 2019
SVK,2019-09,97.9,Sep 2019
SVK,2019-10,96.9,Oct 2019
SVK,2019-11,95.7,Nov 2019
SVK,2019-12,96.3,Dec 2019
SVK,2020-01,96.9,Jan 2020
SVK,2020-02,97,Feb 2020
SVK,2020-03,97.2,Mar 2020
SVK,2020-04,96.8,Apr 2020
SVK,2020-05,96.1,May 2020
SVK,2020-06,95,Jun 2020
SVK,2020-07,94.7,Jul 2020
SVK,2020-08,97.1,Aug 2020
SVK,2020-09,97,Sep 2020
SVK,2020-10,96.9,Oct 2020
SVK,2020-11,96.7,Nov 2020
SVK,2020-12,97.1,Dec 2020
SVK,2021-01,98.4,Jan 2021
SVK,2021-02,99.2,Feb 2021
SVK,2021-03,99.8,Mar 2021
SVK,2021-04,100.1,Apr 2021
SVK,2021-05,102.4,May 2021
SVK,2021-06,103,Jun 2021
SVK,2021-07,103.5,Jul 2021
SVK,2021-08,103.8,Aug 2021
SVK,2021-09,104.5,Sep 2021
SVK,2021-10,104.2,Oct 2021
SVK,2021-11,105,Nov 2021
SVK,2021-12,105.9,Dec 2021
SVK,2022-01,107.33,Jan 2022
SVK,2022-02,108.27,Feb 2022
SVK,2022-03,106.48,Mar 2022
SVK,2022-04,107.62,Apr 2022
SVK,2022-05,109.2,May 2022
SVK,2022-06,110.74,Jun 2022
SVK,2022-07,111.61,Jul 2022
SVK,2022-08,113.07,Aug 2022
SVK,2022-09,112.93,Sep 2022
SVK,2022-10,112.5,Oct 2022
SVK,2022-11,113.63,Nov 2022
SVK,2022-12,115,Dec 2022
ESP,2000-01,74.4,Jan 2000
ESP,2000-02,75,Feb 2000
ESP,2000-03,75.3,Mar 2000
ESP,2000-04,75.3,Apr 2000
ESP,2000-05,75.3,May 2000
ESP,2000-06,75.1,Jun 2000
ESP,2000-07,75.6,Jul 2000
ESP,2000-08,75.7,Aug 2000
ESP,2000-09,76.4,Sep 2000
ESP,2000-10,76.3,Oct 2000
ESP,2000-11,76.6,Nov 2000
ESP,2000-12,77.1,Dec 2000
ESP,2001-01,76.8,Jan 2001
