location,time,cpi_total,date
IDN,2004-11,6.234448,Nov 2004
IDN,2004-12,6.47196,Dec 2004
IDN,2005-01,7.234333,Jan 2005
IDN,2005-02,7.159416,Feb 2005
IDN,2005-03,8.845109,Mar 2005
IDN,2005-04,8.125925,Apr 2005
IDN,2005-05,7.400987,May 2005
IDN,2005-06,7.461498,Jun 2005
IDN,2005-07,7.811261,Jul 2005
IDN,2005-08,8.320127,Aug 2005
IDN,2005-09,9.059693,Sep 2005
IDN,2005-10,17.93221,Oct 2005
IDN,2005-11,18.34743,Nov 2005
IDN,2005-12,17.07663,Dec 2005
IDN,2006-01,17.06264,Jan 2006
IDN,2006-02,17.9435,Feb 2006
IDN,2006-03,15.72837,Mar 2006
IDN,2006-04,15.40376,Apr 2006
IDN,2006-05,15.59474,May 2006
IDN,2006-06,15.54238,Jun 2006
IDN,2006-07,15.16489,Jul 2006
IDN,2006-08,14.89881,Aug 2006
IDN,2006-09,14.55558,Sep 2006
IDN,2006-10,6.293862,Oct 2006
IDN,2006-11,5.26663,Nov 2006
IDN,2006-12,6.599934,Dec 2006
IDN,2007-01,6.26221,Jan 2007
IDN,2007-02,6.301251,Feb 2007
IDN,2007-03,6.514939,Mar 2007
IDN,2007-04,6.296496,Apr 2007
IDN,2007-05,6.004296,May 2007
IDN,2007-06,5.774166,Jun 2007
IDN,2007-07,6.057058,Jul 2007
IDN,2007-08,6.504669,Aug 2007
IDN,2007-09,6.955603,Sep 2007
IDN,2007-10,6.874869,Oct 2007
IDN,2007-11,6.716106,Nov 2007
IDN,2007-12,6.583428,Dec 2007
IDN,2008-01,7.363905,Jan 2008
IDN,2008-02,7.399513,Feb 2008
IDN,2008-03,8.172152,Mar 2008
IDN,2008-04,8.966427,Apr 2008
IDN,2008-05,10.38606,May 2008
IDN,2008-06,11.28184,Jun 2008
IDN,2008-07,12.00442,Jul 2008
IDN,2008-08,11.74654,Aug 2008
IDN,2008-09,11.92924,Sep 2008
IDN,2008-10,11.55128,Oct 2008
IDN,2008-11,11.48087,Nov 2008
IDN,2008-12,10.23332,Dec 2008
IDN,2009-01,8.238204,Jan 2009
IDN,2009-02,7.759191,Feb 2009
IDN,2009-03,6.974349,Mar 2009
IDN,2009-04,6.041143,Apr 2009
IDN,2009-05,4.61722,May 2009
IDN,2009-06,3.65189,Jun 2009
IDN,2009-07,2.706336,Jul 2009
IDN,2009-08,2.754993,Aug 2009
IDN,2009-09,2.834437,Sep 2009
IDN,2009-10,2.566807,Oct 2009
IDN,2009-11,2.414399,Nov 2009
IDN,2009-12,2.784121,Dec 2009
IDN,2010-01,3.717701,Jan 2010
IDN,2010-02,3.82389,Feb 2010
IDN,2010-03,3.430472,Mar 2010
IDN,2010-04,3.90625,Apr 2010
IDN,2010-05,4.158989,May 2010
IDN,2010-06,5.048203,Jun 2010
IDN,2010-07,6.221097,Jul 2010
IDN,2010-08,6.438178,Aug 2010
IDN,2010-09,5.795981,Sep 2010
IDN,2010-10,5.665067,Oct 2010
IDN,2010-11,6.326618,Nov 2010
IDN,2010-12,6.955482,Dec 2010
IDN,2011-01,7.016355,Jan 2011
IDN,2011-02,6.825477,Feb 2011
IDN,2011-03,6.650309,Mar 2011
IDN,2011-04,6.158655,Apr 2011
IDN,2011-05,5.980962,May 2011
IDN,2011-06,5.539796,Jun 2011
IDN,2011-07,4.608181,Jul 2011
IDN,2011-08,4.785196,Aug 2011
IDN,2011-09,4.610015,Sep 2011
IDN,2011-10,4.420472,Oct 2011
IDN,2011-11,4.152221,Nov 2011
IDN,2011-12,3.78685,Dec 2011
IDN,2012-01,3.650329,Jan 2012
IDN,2012-02,3.558437,Feb 2012
IDN,2012-03,3.96668,Mar 2012
IDN,2012-04,4.504218,Apr 2012
IDN,2012-05,4.451157,May 2012
IDN,2012-06,4.529644,Jun 2012
IDN,2012-07,4.56223,Jul 2012
IDN,2012-08,4.582231,Aug 2012
IDN,2012-09,4.313756,Sep 2012
IDN,2012-10,4.606183,Oct 2012
IDN,2012-11,4.319554,Nov 2012
IDN,2012-12,4.295281,Dec 2012
IDN,2013-01,4.128956,Jan 2013
IDN,2013-02,4.811929,Feb 2013
IDN,2013-03,5.236875,Mar 2013
IDN,2013-04,5.071105,Apr 2013
IDN,2013-05,5.10028,May 2013
IDN,2013-06,5.513911,Jun 2013
IDN,2013-07,7.940864,Jul 2013
IDN,2013-08,7.978956,Aug 2013
IDN,2013-09,7.696002,Sep 2013
IDN,2013-10,7.717442,Oct 2013
IDN,2013-11,7.823021,Nov 2013
IDN,2013-12,7.722729,Dec 2013
IDN,2014-01,8.219579,Jan 2014
IDN,2014-02,7.745934,Feb 2014
IDN,2014-03,7.323889,Mar 2014
IDN,2014-04,7.252938,Apr 2014
IDN,2014-05,7.322941,May 2014
IDN,2014-06,6.696514,Jun 2014
IDN,2014-07,4.530745,Jul 2014
IDN,2014-08,3.991943,Aug 2014
IDN,2014-09,4.53419,Sep 2014
IDN,2014-10,4.828218,Oct 2014
IDN,2014-11,6.228848,Nov 2014
IDN,2014-12,8.359133,Dec 2014
IDN,2015-01,6.955582,Jan 2015
IDN,2015-02,6.290439,Feb 2015
IDN,2015-03,6.384125,Mar 2015
IDN,2015-04,6.789403,Apr 2015
IDN,2015-05,7.14606,May 2015
IDN,2015-06,7.25828,Jun 2015
IDN,2015-07,7.262273,Jul 2015
IDN,2015-08,7.175559,Aug 2015
IDN,2015-09,6.831153,Sep 2015
IDN,2015-10,6.248908,Oct 2015
IDN,2015-11,4.890649,Nov 2015
IDN,2015-12,3.352941,Dec 2015
IDN,2016-01,4.13613,Jan 2016
IDN,2016-02,4.421711,Feb 2016
IDN,2016-03,4.448008,Mar 2016
IDN,2016-04,3.599361,Apr 2016
IDN,2016-05,3.330544,May 2016
IDN,2016-06,3.454303,Jun 2016
IDN,2016-07,3.207983,Jul 2016
IDN,2016-08,2.793067,Aug 2016
IDN,2016-09,3.073888,Sep 2016
IDN,2016-10,3.306737,Oct 2016
IDN,2016-11,3.579051,Nov 2016
IDN,2016-12,3.024636,Dec 2016
IDN,2017-01,3.49458,Jan 2017
IDN,2017-02,3.829649,Feb 2017
IDN,2017-03,3.612121,Mar 2017
IDN,2017-04,4.172417,Apr 2017
IDN,2017-05,4.332685,May 2017
IDN,2017-06,4.368815,Jun 2017
IDN,2017-07,3.87535,Jul 2017
IDN,2017-08,3.820027,Aug 2017
IDN,2017-09,3.723786,Sep 2017
IDN,2017-10,3.583088,Oct 2017
IDN,2017-11,3.304803,Nov 2017
IDN,2017-12,3.606661,Dec 2017
IDN,2018-01,3.251524,Jan 2018
IDN,2018-02,3.181535,Feb 2018
IDN,2018-03,3.400406,Mar 2018
IDN,2018-04,3.413076,Apr 2018
IDN,2018-05,3.229062,May 2018
IDN,2018-06,3.122109,Jun 2018
IDN,2018-07,3.184615,Jul 2018
IDN,2018-08,3.202217,Aug 2018
IDN,2018-09,2.882841,Sep 2018
IDN,2018-10,3.159351,Oct 2018
IDN,2018-11,3.229766,Nov 2018
IDN,2018-12,3.130713,Dec 2018
IDN,2019-01,2.823618,Jan 2019
IDN,2019-02,2.569528,Feb 2019
IDN,2019-03,2.481521,Mar 2019
IDN,2019-04,2.833246,Apr 2019
IDN,2019-05,3.316039,May 2019
IDN,2019-06,3.281752,Jun 2019
IDN,2019-07,3.31743,Jul 2019
IDN,2019-08,3.490714,Aug 2019
IDN,2019-09,3.392364,Sep 2019
IDN,2019-10,3.129657,Oct 2019
IDN,2019-11,3.002378,Nov 2019
IDN,2019-12,2.718074,Dec 2019
IDN,2020-01,2.67982,Jan 2020
IDN,2020-02,3.050398,Feb 2020
IDN,2020-03,3.034518,Mar 2020
IDN,2020-04,2.659881,Apr 2020
IDN,2020-05,2.033128,May 2020
IDN,2020-06,1.655701,Jun 2020
IDN,2020-07,1.234191,Jul 2020
IDN,2020-08,1.069278,Aug 2020
IDN,2020-09,1.298534,Sep 2020
IDN,2020-10,1.344191,Oct 2020
IDN,2020-11,1.477663,Nov 2020
IDN,2020-12,1.586504,Dec 2020
IDN,2021-01,1.553952,Jan 2021
IDN,2021-02,1.37591,Feb 2021
IDN,2021-03,1.365541,Mar 2021
IDN,2021-04,1.421756,Apr 2021
IDN,2021-05,1.678268,May 2021
IDN,2021-06,1.332572,Jun 2021
IDN,2021-07,1.515007,Jul 2021
IDN,2021-08,1.591992,Aug 2021
IDN,2021-09,1.602289,Sep 2021
IDN,2021-10,1.658406,Oct 2021
IDN,2021-11,1.748883,Nov 2021
IDN,2021-12,1.873581,Dec 2021
IDN,2022-01,2.180274,Jan 2022
IDN,2022-02,2.05544,Feb 2022
IDN,2022-03,2.637777,Mar 2022
IDN,2022-04,3.471634,Apr 2022
IDN,2022-05,3.554347,May 2022
IDN,2022-06,4.349051,Jun 2022
IDN,2022-07,4.937113,Jul 2022
IDN,2022-08,4.691752,Aug 2022
IDN,2022-09,5.951375,Sep 2022
IDN,2022-10,5.709732,Oct 2022
IDN,2022-11,5.418029,Nov 2022
IDN,2022-12,5.508081,Dec 2022
IDN,2023-01,5.282158,Jan 2023
IDN,2023-02,5.467474,Feb 2023
IDN,2023-03,4.965547,Mar 2023
IDN,2023-04,4.32939,Apr 2023
IDN,2023-05,4.004224,May 2023
IDN,2023-06,3.520988,Jun 2023
IDN,2023-07,3.078237,Jul 2023
IDN,2023-08,3.272805,Aug 2023
IDN,2023-09,2.278259,Sep 2023
IDN,2023-10,2.5645,Oct 2023
IDN,2023-11,2.863517,Nov 2023
IDN,2023-12,2.615974,Dec 2023
CHE,1956-01,0.1143947,Jan 1956
CHE,1956-02,0.6964108,Feb 1956
CHE,1956-03,1.107152,Mar 1956
CHE,1956-04,0.8729277,Apr 1956
CHE,1956-05,1.568104,May 1956
CHE,1956-06,1.797024,Jun 1956
CHE,1956-07,1.857007,Jul 1956
CHE,1956-08,1.966826,Aug 1956
CHE,1956-09,1.967263,Sep 1956
CHE,1956-10,1.903173,Oct 1956
CHE,1956-11,2.075207,Nov 1956
CHE,1956-12,2.188814,Dec 1956
CHE,1957-01,2.609027,Jan 1957
CHE,1957-02,2.196383,Feb 1957
CHE,1957-03,1.614125,Mar 1957
CHE,1957-04,2.13307,Apr 1957
CHE,1957-05,1.712933,May 1957
CHE,1957-06,1.540422,Jun 1957
CHE,1957-07,1.650943,Jul 1957
CHE,1957-08,1.872925,Aug 1957
CHE,1957-09,1.925584,Sep 1957
CHE,1957-10,2.150378,Oct 1957
CHE,1957-11,2.144315,Nov 1957
CHE,1957-12,2.030758,Dec 1957
CHE,1958-01,1.919079,Jan 1958
CHE,1958-02,2.093404,Feb 1958
CHE,1958-03,2.382728,Mar 1958
CHE,1958-04,2.151696,Apr 1958
CHE,1958-05,2.396868,May 1958
CHE,1958-06,2.413997,Jun 1958
CHE,1958-07,2.183921,Jul 1958
CHE,1958-08,1.728621,Aug 1958
CHE,1958-09,1.666301,Sep 1958
CHE,1958-10,1.27472,Oct 1958
CHE,1958-11,1.049649,Nov 1958
CHE,1958-12,0.8862092,Dec 1958
CHE,1959-01,0.5535929,Jan 1959
CHE,1959-02,0.2185235,Feb 1959
CHE,1959-03,0.05463088,Mar 1959
CHE,1959-04,-0.44383,Apr 1959
CHE,1959-05,-1.190219,May 1959
CHE,1959-06,-1.369567,Jun 1959
CHE,1959-07,-1.369567,Jul 1959
CHE,1959-08,-1.152032,Aug 1959
CHE,1959-09,-0.9812379,Sep 1959
CHE,1959-10,-0.7659942,Oct 1959
CHE,1959-11,-0.711667,Nov 1959
CHE,1959-12,-0.6048169,Dec 1959
CHE,1960-01,-0.2752725,Jan 1960
CHE,1960-02,0.5560199,Feb 1960
CHE,1960-03,0.7207338,Mar 1960
CHE,1960-04,1.278959,Apr 1960
CHE,1960-05,1.609724,May 1960
CHE,1960-06,1.834393,Jun 1960
CHE,1960-07,2.11211,Jul 1960
CHE,1960-08,1.995848,Aug 1960
CHE,1960-09,1.931105,Sep 1960
CHE,1960-10,1.927955,Oct 1960
CHE,1960-11,1.81726,Nov 1960
CHE,1960-12,1.763918,Dec 1960
CHE,1961-01,1.768787,Jan 1961
CHE,1961-02,1.319118,Feb 1961
CHE,1961-03,1.319118,Mar 1961
CHE,1961-04,1.15096,Apr 1961
CHE,1961-05,1.476452,May 1961
CHE,1961-06,1.528635,Jun 1961
CHE,1961-07,1.470799,Jul 1961
CHE,1961-08,1.735404,Aug 1961
CHE,1961-09,1.623874,Sep 1961
CHE,1961-10,1.895044,Oct 1961
CHE,1961-11,3.299438,Nov 1961
CHE,1961-12,3.520074,Dec 1961
CHE,1962-01,3.907923,Jan 1962
CHE,1962-02,4.126984,Feb 1962
CHE,1962-03,4.287498,Mar 1962
CHE,1962-04,4.776173,Apr 1962
CHE,1962-05,4.79326,May 1962
CHE,1962-06,4.891497,Jun 1962
CHE,1962-07,4.986775,Jul 1962
CHE,1962-08,4.913833,Aug 1962
CHE,1962-09,4.68865,Sep 1962
CHE,1962-10,4.089466,Oct 1962
CHE,1962-11,3.142424,Nov 1962
CHE,1962-12,3.242221,Dec 1962
CHE,1963-01,3.451829,Jan 1963
CHE,1963-02,3.802412,Feb 1963
CHE,1963-03,3.642645,Mar 1963
CHE,1963-04,3.315858,Apr 1963
CHE,1963-05,3.134923,May 1963
CHE,1963-06,3.126895,Jun 1963
CHE,1963-07,3.016561,Jul 1963
CHE,1963-08,2.900539,Aug 1963
CHE,1963-09,3.260251,Sep 1963
CHE,1963-10,3.821528,Oct 1963
CHE,1963-11,3.961024,Nov 1963
CHE,1963-12,3.84974,Dec 1963
CHE,1964-01,3.632138,Jan 1964
CHE,1964-02,3.161508,Feb 1964
CHE,1964-03,3.211009,Mar 1964
CHE,1964-04,3.706999,Apr 1964
CHE,1964-05,3.635768,May 1964
CHE,1964-06,3.231393,Jun 1964
CHE,1964-07,3.074967,Jul 1964
CHE,1964-08,3.017101,Aug 1964
CHE,1964-09,2.910953,Sep 1964
CHE,1964-10,2.799393,Oct 1964
CHE,1964-11,2.29505,Nov 1964
CHE,1964-12,2.340944,Dec 1964
CHE,1965-01,2.338694,Jan 1965
CHE,1965-02,2.53039,Feb 1965
CHE,1965-03,2.532374,Mar 1965
CHE,1965-04,2.224129,Apr 1965
CHE,1965-05,2.790771,May 1965
CHE,1965-06,3.320146,Jun 1965
CHE,1965-07,3.559,Jul 1965
CHE,1965-08,3.888153,Aug 1965
CHE,1965-09,3.975179,Sep 1965
CHE,1965-10,4.014071,Oct 1965
CHE,1965-11,4.819731,Nov 1965
CHE,1965-12,4.910071,Dec 1965
CHE,1966-01,5.381292,Jan 1966
CHE,1966-02,5.313407,Feb 1966
CHE,1966-03,5.407428,Mar 1966
CHE,1966-04,5.200012,Apr 1966
CHE,1966-05,5.374658,May 1966
CHE,1966-06,4.849283,Jun 1966
CHE,1966-07,4.557813,Jul 1966
CHE,1966-08,4.29856,Aug 1966
CHE,1966-09,4.101912,Sep 1966
CHE,1966-10,3.995048,Oct 1966
CHE,1966-11,4.3257,Nov 1966
CHE,1966-12,4.587677,Dec 1966
CHE,1967-01,4.340076,Jan 1967
CHE,1967-02,3.83362,Feb 1967
CHE,1967-03,3.68924,Mar 1967
CHE,1967-04,3.640017,Apr 1967
CHE,1967-05,3.466488,May 1967
CHE,1967-06,4.306541,Jun 1967
CHE,1967-07,4.674672,Jul 1967
CHE,1967-08,4.753444,Aug 1967
CHE,1967-09,4.260396,Sep 1967
CHE,1967-10,3.928685,Oct 1967
CHE,1967-11,3.6901,Nov 1967
CHE,1967-12,3.489733,Dec 1967
CHE,1968-01,3.370914,Jan 1968
CHE,1968-02,3.791943,Feb 1968
CHE,1968-03,3.398197,Mar 1968
CHE,1968-04,3.21284,Apr 1968
CHE,1968-05,2.394315,May 1968
CHE,1968-06,1.795468,Jun 1968
CHE,1968-07,1.342563,Jul 1968
CHE,1968-08,1.240095,Aug 1968
CHE,1968-09,1.724956,Sep 1968
CHE,1968-10,2.207197,Oct 1968
CHE,1968-11,2.186186,Nov 1968
CHE,1968-12,2.179972,Dec 1968
CHE,1969-01,2.269472,Jan 1969
CHE,1969-02,2.265167,Feb 1969
CHE,1969-03,2.464196,Mar 1969
CHE,1969-04,2.372601,Apr 1969
CHE,1969-05,2.553156,May 1969
CHE,1969-06,2.930494,Jun 1969
CHE,1969-07,3.026881,Jul 1969
CHE,1969-08,2.54868,Aug 1969
CHE,1969-09,2.543559,Sep 1969
CHE,1969-10,2.348149,Oct 1969
CHE,1969-11,2.234198,Nov 1969
CHE,1969-12,2.319803,Dec 1969
CHE,1970-01,2.313369,Jan 1970
CHE,1970-02,2.123599,Feb 1970
CHE,1970-03,2.499192,Mar 1970
CHE,1970-04,2.592813,Apr 1970
CHE,1970-05,3.136834,May 1970
CHE,1970-06,3.12241,Jun 1970
CHE,1970-07,3.39776,Jul 1970
CHE,1970-08,3.952971,Aug 1970
CHE,1970-09,4.506047,Sep 1970
CHE,1970-10,4.863652,Oct 1970
CHE,1970-11,5.366745,Nov 1970
CHE,1970-12,5.439717,Dec 1970
CHE,1971-01,5.788213,Jan 1971
CHE,1971-02,6.240952,Feb 1971
CHE,1971-03,6.678928,Mar 1971
CHE,1971-04,6.866535,Apr 1971
CHE,1971-05,6.976017,May 1971
CHE,1971-06,6.587168,Jun 1971
CHE,1971-07,6.750607,Jul 1971
CHE,1971-08,6.549015,Aug 1971
CHE,1971-09,6.682712,Sep 1971
CHE,1971-10,6.561051,Oct 1971
CHE,1971-11,6.564095,Nov 1971
CHE,1971-12,6.620942,Dec 1971
CHE,1972-01,6.663349,Jan 1972
CHE,1972-02,6.721669,Feb 1972
CHE,1972-03,6.342052,Mar 1972
CHE,1972-04,6.339207,Apr 1972
CHE,1972-05,6.27282,May 1972
CHE,1972-06,6.771087,Jun 1972
CHE,1972-07,6.406065,Jul 1972
CHE,1972-08,6.644583,Aug 1972
CHE,1972-09,6.760908,Sep 1972
CHE,1972-10,7.306755,Oct 1972
CHE,1972-11,6.806171,Nov 1972
CHE,1972-12,6.855426,Dec 1972
CHE,1973-01,7.373799,Jan 1973
CHE,1973-02,7.57516,Feb 1973
CHE,1973-03,8.194178,Mar 1973
CHE,1973-04,8.347219,Apr 1973
CHE,1973-05,8.023546,May 1973
CHE,1973-06,8.211845,Jun 1973
CHE,1973-07,8.287431,Jul 1973
CHE,1973-08,8.257567,Aug 1973
CHE,1973-09,8.261583,Sep 1973
CHE,1973-10,9.48658,Oct 1973
CHE,1973-11,10.84973,Nov 1973
CHE,1973-12,11.9238,Dec 1973
CHE,1974-01,11.56662,Jan 1974
CHE,1974-02,10.00906,Feb 1974
CHE,1974-03,9.63288,Mar 1974
CHE,1974-04,8.729362,Apr 1974
CHE,1974-05,9.834188,May 1974
CHE,1974-06,9.62004,Jun 1974
CHE,1974-07,9.820284,Jul 1974
CHE,1974-08,10.50328,Aug 1974
CHE,1974-09,11.34183,Sep 1974
CHE,1974-10,9.785572,Oct 1974
CHE,1974-11,9.034572,Nov 1974
CHE,1974-12,7.551874,Dec 1974
CHE,1975-01,7.290713,Jan 1975
CHE,1975-02,8.42161,Feb 1975
CHE,1975-03,8.319828,Mar 1975
CHE,1975-04,9.246454,Apr 1975
CHE,1975-05,8.156371,May 1975
CHE,1975-06,7.980797,Jun 1975
CHE,1975-07,7.428178,Jul 1975
CHE,1975-08,6.705584,Aug 1975
CHE,1975-09,5.380455,Sep 1975
CHE,1975-10,4.838411,Oct 1975
CHE,1975-11,3.704381,Nov 1975
CHE,1975-12,3.447835,Dec 1975
CHE,1976-01,3.430314,Jan 1976
CHE,1976-02,3.045107,Feb 1976
CHE,1976-03,2.474944,Mar 1976
CHE,1976-04,2.222502,Apr 1976
CHE,1976-05,1.286925,May 1976
CHE,1976-06,1.099038,Jun 1976
CHE,1976-07,1.468073,Jul 1976
CHE,1976-08,1.523979,Aug 1976
CHE,1976-09,0.9131935,Sep 1976
CHE,1976-10,1.030491,Oct 1976
CHE,1976-11,0.907553,Nov 1976
CHE,1976-12,1.273885,Dec 1976
CHE,1977-01,0.9019601,Jan 1977
CHE,1977-02,1.027181,Feb 1977
CHE,1977-03,1.027283,Mar 1977
CHE,1977-04,1.146898,Apr 1977
CHE,1977-05,1.270574,May 1977
CHE,1977-06,1.75201,Jun 1977
CHE,1977-07,1.629442,Jul 1977
CHE,1977-08,1.263165,Aug 1977
CHE,1977-09,1.56609,Sep 1977
CHE,1977-10,1.525596,Oct 1977
CHE,1977-11,1.241683,Nov 1977
CHE,1977-12,1.200369,Dec 1977
CHE,1978-01,1.020852,Jan 1978
CHE,1978-02,1.056711,Feb 1978
CHE,1978-03,1.340693,Mar 1978
CHE,1978-04,1.422584,Apr 1978
CHE,1978-05,1.583518,May 1978
CHE,1978-06,1.120235,Jun 1978
CHE,1978-07,1.059088,Jul 1978
CHE,1978-08,1.159295,Aug 1978
CHE,1978-09,0.7994612,Sep 1978
CHE,1978-10,0.3997932,Oct 1978
CHE,1978-11,0.6986131,Nov 1978
CHE,1978-12,0.697218,Dec 1978
CHE,1979-01,1.096612,Jan 1979
CHE,1979-02,2.093043,Feb 1979
CHE,1979-03,2.487844,Mar 1979
CHE,1979-04,2.582349,Apr 1979
CHE,1979-05,2.877846,May 1979
CHE,1979-06,4.058605,Jun 1979
CHE,1979-07,4.356077,Jul 1979
CHE,1979-08,4.054585,Aug 1979
CHE,1979-09,4.861504,Sep 1979
CHE,1979-10,4.968934,Oct 1979
CHE,1979-11,5.159566,Nov 1979
CHE,1979-12,5.147624,Dec 1979
CHE,1980-01,5.028523,Jan 1980
CHE,1980-02,4.096897,Feb 1980
CHE,1980-03,3.88426,Mar 1980
CHE,1980-04,4.066862,Apr 1980
CHE,1980-05,4.339211,May 1980
CHE,1980-06,3.236565,Jun 1980
CHE,1980-07,3.322357,Jul 1980
CHE,1980-08,4.183833,Aug 1980
CHE,1980-09,3.78502,Sep 1980
CHE,1980-10,3.693772,Oct 1980
CHE,1980-11,4.24506,Nov 1980
CHE,1980-12,4.425728,Dec 1980
CHE,1981-01,5.165537,Jan 1981
CHE,1981-02,5.998964,Feb 1981
CHE,1981-03,6.354893,Mar 1981
CHE,1981-04,5.674773,Apr 1981
CHE,1981-05,5.915771,May 1981
CHE,1981-06,6.359311,Jun 1981
CHE,1981-07,6.518258,Jul 1981
CHE,1981-08,7.481803,Aug 1981
CHE,1981-09,7.474973,Sep 1981
CHE,1981-10,7.305727,Oct 1981
CHE,1981-11,6.967732,Nov 1981
CHE,1981-12,6.583004,Dec 1981
CHE,1982-01,6.071164,Jan 1982
CHE,1982-02,5.216714,Feb 1982
CHE,1982-03,4.744637,Mar 1982
CHE,1982-04,5.544831,Apr 1982
CHE,1982-05,5.933403,May 1982
CHE,1982-06,6.152649,Jun 1982
CHE,1982-07,6.034534,Jul 1982
CHE,1982-08,5.17714,Aug 1982
CHE,1982-09,5.512515,Sep 1982
CHE,1982-10,6.127937,Oct 1982
CHE,1982-11,5.838957,Nov 1982
CHE,1982-12,5.499606,Dec 1982
CHE,1983-01,4.80919,Jan 1983
CHE,1983-02,4.777389,Feb 1983
CHE,1983-03,4.802444,Mar 1983
CHE,1983-04,4.515361,Apr 1983
CHE,1983-05,3.312054,May 1983
CHE,1983-06,2.807477,Jun 1983
CHE,1983-07,2.190858,Jul 1983
CHE,1983-08,1.722038,Aug 1983
CHE,1983-09,1.438394,Sep 1983
CHE,1983-10,1.436323,Oct 1983
CHE,1983-11,1.752179,Nov 1983
CHE,1983-12,2.136384,Dec 1983
CHE,1984-01,2.656626,Jan 1984
CHE,1984-02,2.88504,Feb 1984
CHE,1984-03,3.356865,Mar 1984
CHE,1984-04,3.186431,Apr 1984
CHE,1984-05,2.88383,May 1984
CHE,1984-06,2.79026,Jun 1984
CHE,1984-07,2.808724,Jul 1984
CHE,1984-08,2.896431,Aug 1984
CHE,1984-09,2.706169,Sep 1984
CHE,1984-10,3.108773,Oct 1984
CHE,1984-11,2.994428,Nov 1984
CHE,1984-12,2.903923,Dec 1984
CHE,1985-01,3.537992,Jan 1985
CHE,1985-02,4.007142,Feb 1985
CHE,1985-03,3.909957,Mar 1985
CHE,1985-04,3.630729,Apr 1985
CHE,1985-05,3.774398,May 1985
CHE,1985-06,3.390445,Jun 1985
CHE,1985-07,3.352523,Jul 1985
CHE,1985-08,2.964924,Aug 1985
CHE,1985-09,3.345445,Sep 1985
CHE,1985-10,2.951565,Oct 1985
CHE,1985-11,3.141168,Nov 1985
CHE,1985-12,3.238134,Dec 1985
CHE,1986-01,2.195151,Jan 1986
CHE,1986-02,1.34325,Feb 1986
CHE,1986-03,0.9069525,Mar 1986
CHE,1986-04,0.9748441,Apr 1986
CHE,1986-05,0.7370508,May 1986
CHE,1986-06,0.7665753,Jun 1986
CHE,1986-07,0.5052071,Jul 1986
CHE,1986-08,0.7206989,Aug 1986
CHE,1986-09,0.585736,Sep 1986
CHE,1986-10,0.3605519,Oct 1986
CHE,1986-11,-0.09766835,Nov 1986
CHE,1986-12,0.04006299,Dec 1986
CHE,1987-01,0.6616851,Jan 1987
CHE,1987-02,0.9819843,Feb 1987
CHE,1987-03,0.9985381,Mar 1987
CHE,1987-04,1.180022,Apr 1987
CHE,1987-05,0.92703,May 1987
CHE,1987-06,1.269514,Jun 1987
CHE,1987-07,1.776298,Jul 1987
CHE,1987-08,1.975435,Aug 1987
CHE,1987-09,1.55633,Sep 1987
CHE,1987-10,1.979275,Oct 1987
CHE,1987-11,2.097691,Nov 1987
CHE,1987-12,1.887012,Dec 1987
CHE,1988-01,1.559507,Jan 1988
CHE,1988-02,1.757053,Feb 1988
CHE,1988-03,1.850325,Mar 1988
CHE,1988-04,1.917561,Apr 1988
CHE,1988-05,2.236492,May 1988
CHE,1988-06,2.069752,Jun 1988
CHE,1988-07,1.810946,Jul 1988
CHE,1988-08,1.770443,Aug 1988
CHE,1988-09,2.03932,Sep 1988
CHE,1988-10,1.753674,Oct 1988
CHE,1988-11,1.757179,Nov 1988
CHE,1988-12,1.948683,Dec 1988
CHE,1989-01,2.246528,Jan 1989
CHE,1989-02,2.260859,Feb 1989
CHE,1989-03,2.298807,Mar 1989
CHE,1989-04,2.641253,Apr 1989
CHE,1989-05,2.962215,May 1989
CHE,1989-06,2.977832,Jun 1989
CHE,1989-07,2.984635,Jul 1989
CHE,1989-08,2.967337,Aug 1989
CHE,1989-09,3.38845,Sep 1989
CHE,1989-10,3.631425,Oct 1989
CHE,1989-11,4.444266,Nov 1989
CHE,1989-12,5.021829,Dec 1989
CHE,1990-01,5.064027,Jan 1990
CHE,1990-02,4.877629,Feb 1990
CHE,1990-03,4.956707,Mar 1990
CHE,1990-04,4.622032,Apr 1990
CHE,1990-05,5.058153,May 1990
CHE,1990-06,5.025224,Jun 1990
CHE,1990-07,5.309947,Jul 1990
CHE,1990-08,6.083499,Aug 1990
CHE,1990-09,6.125983,Sep 1990
CHE,1990-10,6.3520200000000004,Oct 1990
CHE,1990-11,6.055761,Nov 1990
CHE,1990-12,5.276156,Dec 1990
CHE,1991-01,5.509379,Jan 1991
CHE,1991-02,6.213697,Feb 1991
CHE,1991-03,5.865704,Mar 1991
CHE,1991-04,5.901939,Apr 1991
CHE,1991-05,6.278975,May 1991
CHE,1991-06,6.566878,Jun 1991
CHE,1991-07,6.551368,Jul 1991
CHE,1991-08,5.972789,Aug 1991
CHE,1991-09,5.675987,Sep 1991
CHE,1991-10,5.129123,Oct 1991
CHE,1991-11,5.471603,Nov 1991
CHE,1991-12,5.226786,Dec 1991
CHE,1992-01,4.870766,Jan 1992
CHE,1992-02,4.579715,Feb 1992
CHE,1992-03,4.868895,Mar 1992
CHE,1992-04,4.784561,Apr 1992
CHE,1992-05,4.181434,May 1992
CHE,1992-06,4.167521,Jun 1992
CHE,1992-07,3.81815,Jul 1992
